spec_id,equipment_id,type_id,type_name,option_id,option_name,unit_id,unit_name,raw_specs,literal_value,literal_unit,literal_category,literal_type
78e56ada-5b92-4dea-98a5-e6ad997c8473,2e182953-922b-4ef5-87e5-9c49c17f4f72,,,,,,,,GROUND,,,Location
85272e79-6692-46bd-9493-e9648110c9ef,2e182953-922b-4ef5-87e5-9c49c17f4f72,,,,,,,,40,TONS,,CLG
879a4ee6-a92e-4043-8ea8-c02a078cdbab,2e182953-922b-4ef5-87e5-9c49c17f4f72,,,,,,,,95,DEG F,,EAT
3ec36988-3614-45ab-b8bf-a0f9135e00a8,2e182953-922b-4ef5-87e5-9c49c17f4f72,,,,,,,,11.7,,,EER
cc7b6c8b-b5fa-47e4-839e-dca442cec095,2e182953-922b-4ef5-87e5-9c49c17f4f72,,,,,,,,2,,,QTY Circuits
5b315490-4b0a-438e-8076-cf62387510c5,2e182953-922b-4ef5-87e5-9c49c17f4f72,,,,,,,,YES,,,Modulating Lead
a9e92782-c9b0-4eed-a192-985e0f229bb2,2e182953-922b-4ef5-87e5-9c49c17f4f72,f8c7b985-288e-4160-b9f9-f923877ec673,Voltage,,,,,,460,V,Electrical,Volts
db62230a-2858-4c98-b882-9377fab31368,2e182953-922b-4ef5-87e5-9c49c17f4f72,dc025f71-f7e9-4f8b-afe8-776f30a7acc7,Phase,,,48448411-f919-5e27-f453-70f4ef41c6be,pH,,3,PH,Electrical,Phase
0b1bec4e-fdbf-4623-820b-189d18df772f,2e182953-922b-4ef5-87e5-9c49c17f4f72,,,,,,,,87,,Electrical,MCA
3ba99f9b-24aa-4ac1-9a40-554d15a31481,2e182953-922b-4ef5-87e5-9c49c17f4f72,,,,,,,,100,,Electrical,MOCP
e945e37e-da75-419e-b244-2e8516888b0c,2e182953-922b-4ef5-87e5-9c49c17f4f72,,,,,,,,"2,632",,,Weight
15561107-896b-4956-b1ce-6388f4a91831,2e182953-922b-4ef5-87e5-9c49c17f4f72,,,,,,,,TRANE,,,Manufacturer
187ccb0b-625e-4414-b368-6aae07d98720,2e182953-922b-4ef5-87e5-9c49c17f4f72,,,,,,,,RAUJ-40,,,Model
a0379f72-8b09-4d53-8b4e-6e94a29121e9,2e182953-922b-4ef5-87e5-9c49c17f4f72,,,,,,,,"PROVIDE FACTORY MOUNTED, NON-FUSED DISCONNECT. SINGLE POINT POWER.",,Notes,Note 1
fb959188-bddf-48f4-9529-621350748813,2e182953-922b-4ef5-87e5-9c49c17f4f72,,,,,,,,PROVIDE UNIT WITH LOW SOUND FANS AND COMPRESSORS,,Notes,Note 2
22fb95a4-483d-4db2-a881-977edfdbabb0,2e182953-922b-4ef5-87e5-9c49c17f4f72,,,,,,,,PROVIDE FACTORY MOUNTED HAIL GUARDS,,Notes,Note 3
8ab457b8-2cb1-4798-991d-68d756b392ad,2e182953-922b-4ef5-87e5-9c49c17f4f72,,,,,,,,PROVIDE FACTORY MOUNTED BACNET MS/TP COMMUNICATION,,Notes,Note 4
31317b8d-87c5-4e41-8907-109fccc327ed,2e182953-922b-4ef5-87e5-9c49c17f4f72,,,,,,,,PROVIDE UNIT WITH FACTORY INSTALLED HOT GAS BYPASS,,Notes,Note 5
