spec_id,equipment_id,type_id,type_name,option_id,option_name,unit_id,unit_name,raw_specs,literal_value,literal_unit,literal_category,literal_type
84ae7828-aa5b-4486-9659-795b3735fc2f,278e83b7-37b1-4208-802b-036aa7331df2,bc663106-1c5c-4cc9-9f68-3a51eb3d4c5b,Manufacturer,b8903bcb-06d0-4c8f-a21d-10e15aa1fd61,Reznor,,,,REZNOR,,,Manufacturer
0ec261c9-2602-431f-8234-b425ddc1c105,278e83b7-37b1-4208-802b-036aa7331df2,,,,,,,,EWHB,,,Model
151034e5-c95a-4a3b-88cf-a03ef8b1db0c,278e83b7-37b1-4208-802b-036aa7331df2,,,,,,,,WASHABLE UNIT HEATER,,,Type
a031e941-a387-4e2d-bc76-54aa20933b63,278e83b7-37b1-4208-802b-036aa7331df2,77e852f9-8538-4233-9412-f6560777c81e,Mounting Type,,,,,,STRUCTURE,,,Mounting
34024ad0-18a5-42dd-a68f-f2d0aa4975e7,278e83b7-37b1-4208-802b-036aa7331df2,ab685915-020e-4475-9f80-8a2915e81d5c,Air Flow,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,,700,CFM,,Airflow
02516a36-609f-44aa-8642-61229c67dd2d,278e83b7-37b1-4208-802b-036aa7331df2,,,,,,,,70,LBS,,Operating Weight
050f40ae-bf7f-4ff6-8ad7-847f0391640a,278e83b7-37b1-4208-802b-036aa7331df2,,,,,,,,1-6,,,Remarks
765306c4-ddbb-4447-84b4-6216d0e1f094,278e83b7-37b1-4208-802b-036aa7331df2,92929d54-bdb5-4112-a464-e3362820c7c6,Capacity,,,,,,7.5,KW,Coil Data,Capacity
989bbc24-84e3-4c5a-aa54-ef21db5eb3f3,278e83b7-37b1-4208-802b-036aa7331df2,,,,,,,,1,,Coil Data,# of Circuits
ae5cd95e-02ea-4dad-8f78-130565151760,278e83b7-37b1-4208-802b-036aa7331df2,f8c7b985-288e-4160-b9f9-f923877ec673,Voltage,,,,,,480,,Electrical Data,Volt
5c1f9a8c-e863-4cd2-baf0-b11aea7189a7,278e83b7-37b1-4208-802b-036aa7331df2,dc025f71-f7e9-4f8b-afe8-776f30a7acc7,Phase,,,,,,3,,Electrical Data,Phase
889535a0-12fe-4580-ba38-e7950bf0cf36,278e83b7-37b1-4208-802b-036aa7331df2,5869aba7-ed8b-4fb0-a830-8f68c613d30e,Current Draw,,,,,,9.03,,Electrical Data,Amps
e69bf053-eee4-4224-9dbe-ab63149f5be2,27c7ab9b-d106-49bf-adcf-8984acaaf469,bc663106-1c5c-4cc9-9f68-3a51eb3d4c5b,Manufacturer,9da7acf3-f7f7-4e53-b6b7-a3c5197431b8,Markel,,,,MARKEL,,,Manufacturer
dc80813a-b370-4054-a780-d0882fa5570a,27c7ab9b-d106-49bf-adcf-8984acaaf469,,,,,,,,6300 SERIES,,,Model
bfc4bb33-c651-465c-bded-c5397fc96f7c,27c7ab9b-d106-49bf-adcf-8984acaaf469,,,,,,,,CABINET UNIT HEATER,,,Type
db3882b6-aaf8-45f9-bb27-256cf8ea1b37,27c7ab9b-d106-49bf-adcf-8984acaaf469,77e852f9-8538-4233-9412-f6560777c81e,Mounting Type,,,,,,CEILING/RECESSED,,,Mounting
e635401f-d60c-4dbf-ad55-56fa866a754b,27c7ab9b-d106-49bf-adcf-8984acaaf469,ab685915-020e-4475-9f80-8a2915e81d5c,Air Flow,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,,230,CFM,,Airflow
f47c212f-cfc8-43a2-ac39-517690df9dd8,27c7ab9b-d106-49bf-adcf-8984acaaf469,,,,,,,,99,LBS,,Operating Weight
