package_id,spec_id,equipment_id,type_id,type_name,option_id,option_name,unit_id,unit_name,raw_specs,literal_value,literal_unit,literal_category,literal_type
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,a8db339d-bb10-4c8f-abdb-ecf1e811e490,7f3a8795-5919-4a52-9032-b41fb046984a,,,,,650142fc-4ae1-4891-ba32-533946d0ba08,Kilowatts,"{"kind":"flat","type":"Electric Resistance Heater KW Size (Auxiliary)","unit":"KW","value":"20.0","category":"Heating Capacities: 1st Stage Heat Pump (30°F Ambient) + Elect Heat"}",20.0,KW,Heating Capacities: 1st Stage Heat Pump (30°F Ambient) + Elect Heat,Electric Resistance Heater KW Size (Auxiliary)
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,9e932920-36ea-44ad-8ff4-1f3c19c24188,7f3a8795-5919-4a52-9032-b41fb046984a,,,,,,,"{"kind":"flat","type":"Heat Pump + Elect Heater Lvg Air DB","unit":"F","value":"103.6","category":"Heating Capacities: 1st Stage Heat Pump (30°F Ambient) + Elect Heat"}",103.6,F,Heating Capacities: 1st Stage Heat Pump (30°F Ambient) + Elect Heat,Heat Pump + Elect Heater Lvg Air DB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,1c0f43c2-9cb9-4a47-8eb3-95895a318d44,7f3a8795-5919-4a52-9032-b41fb046984a,,,,,650142fc-4ae1-4891-ba32-533946d0ba08,Kilowatts,"{"kind":"flat","type":"Electric Resistance Heater KW Size (Emerg)","unit":"KW","value":"40.0","category":"Heating Capacities: 2nd Stage Electric Heater (17°F Ambient)"}",40.0,KW,Heating Capacities: 2nd Stage Electric Heater (17°F Ambient),Electric Resistance Heater KW Size (Emerg)
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,12de8c58-20e1-4d15-ac03-3d2ca2faf5a9,7f3a8795-5919-4a52-9032-b41fb046984a,,,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Electric Resistance Heater Capacity","unit":"MBH","value":"136.5","category":"Heating Capacities: 2nd Stage Electric Heater (17°F Ambient)"}",136.5,MBH,Heating Capacities: 2nd Stage Electric Heater (17°F Ambient),Electric Resistance Heater Capacity
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,f70be0c5-f249-43cf-84c8-0a4a13a6115c,7f3a8795-5919-4a52-9032-b41fb046984a,,,,,,,"{"kind":"flat","type":"Electric Resistance Heater Stages","unit":null,"value":"4.0","category":"Heating Capacities: 2nd Stage Electric Heater (17°F Ambient)"}",4.0,,Heating Capacities: 2nd Stage Electric Heater (17°F Ambient),Electric Resistance Heater Stages
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,ee69b8ec-fdaf-4e01-886b-7702e4383253,7f3a8795-5919-4a52-9032-b41fb046984a,,,,,,,"{"kind":"flat","type":"Elect Heater Lvg Air DB","unit":"F","value":"86.4","category":"Heating Capacities: 2nd Stage Electric Heater (17°F Ambient)"}",86.4,F,Heating Capacities: 2nd Stage Electric Heater (17°F Ambient),Elect Heater Lvg Air DB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,b0cc9eda-26d3-41c7-9060-15708ec367cb,7f3a8795-5919-4a52-9032-b41fb046984a,bc663106-1c5c-4cc9-9f68-3a51eb3d4c5b,Manufacturer,,,,,"{"kind":"flat","type":"Manufacturer","unit":null,"value":"AAON","category":null}",AAON,,,Manufacturer
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,3824b215-51ea-4824-9847-3a8d3cf8ca34,7f3a8795-5919-4a52-9032-b41fb046984a,cc68b26a-394c-44e8-a784-a92d7f6d5379,Energy Efficiency Ratio,,,,,"{"kind":"flat","type":"EER","unit":null,"value":"10.6","category":"MIN AHRI COOLING η (EFF)"}",10.6,,MIN AHRI COOLING η (EFF),EER
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,abbfc4b3-0ce6-4641-8cd6-9fa82a49037e,7f3a8795-5919-4a52-9032-b41fb046984a,2f61801b-7073-4f31-bf70-c7acde22774c,Integrated Energy Efficiency Ratio,,,,,"{"kind":"flat","type":"IEER","unit":null,"value":"13.5","category":"MIN AHRI HEATING η (EFF)"}",13.5,,MIN AHRI HEATING η (EFF),IEER
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,77ebd2ca-b76b-4244-b4d1-7e5cc6f7b6ef,7f3a8795-5919-4a52-9032-b41fb046984a,6ef56cbf-210c-46e4-9db6-99aa4e235f87,Minimum Circuit Ampacity,,,,,"{"kind":"flat","type":"MCA","unit":null,"value":"74","category":"Electrical Data"}",74,,Electrical Data,MCA
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,d7351855-004d-4462-8c58-bff5b1c3bc6c,7f3a8795-5919-4a52-9032-b41fb046984a,4e28ed9e-db76-4cf8-bd59-f6d522bf46e5,Maximum Overcurrent Protection,,,,,"{"kind":"flat","type":"MOCP","unit":null,"value":"80","category":"Electrical Data"}",80,,Electrical Data,MOCP
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,94378cca-a9fd-4959-8143-137b4bea03ce,7f3a8795-5919-4a52-9032-b41fb046984a,ab685915-020e-4475-9f80-8a2915e81d5c,Air Flow,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,"{"kind":"flat","type":"CFM","unit":"CFM","value":"3,100","category":"Supply Fan Section"}","3,100",CFM,Supply Fan Section,CFM
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,4b5c5e43-cf2a-48c7-9a2d-9ca59f94a2ed,7f3a8795-5919-4a52-9032-b41fb046984a,385a8abb-6167-4062-88c6-d7ffc22a5a39,External Static Pressure,,,,,"{"kind":"flat","type":"E.S.P.","unit":"IWC","value":"0.6","category":"Supply Fan Section"}",0.6,IWC,Supply Fan Section,E.S.P.
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,dd9e530d-ea0c-458d-bd69-bfe2371dab9f,7f3a8795-5919-4a52-9032-b41fb046984a,436ebb8d-e96c-4b05-9e52-601fe0335dea,CFM,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,"{"kind":"flat","type":"CFM","unit":"CFM","value":"3,625","category":"Exhaust Fan Section"}","3,625",CFM,Exhaust Fan Section,CFM
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,9f3767c8-9ef1-422e-b764-aa1fb1ddd4af,7f3a8795-5919-4a52-9032-b41fb046984a,92929d54-bdb5-4112-a464-e3362820c7c6,Capacity,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Capacity","unit":"MBH","value":"70.1","category":"Modulating Hot Gas Reheat"}",70.1,MBH,Modulating Hot Gas Reheat,Capacity
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,22fc0063-0c8e-4ac8-bdbb-3e7421252abc,7f3a8795-5919-4a52-9032-b41fb046984a,2d2ae19d-c0d6-41f1-a2c0-2a2b97a70745,Heating Capacity,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Total Heating Heat Pump + Aux Elec","unit":"MBH","value":"210.4","category":"Heating Capacities: 1st Stage Heat Pump (30°F Ambient) + Elect Heat"}",210.4,MBH,Heating Capacities: 1st Stage Heat Pump (30°F Ambient) + Elect Heat,Total Heating Heat Pump + Aux Elec
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,eb127df1-6cb6-4bae-9ff3-4e5b89e2c009,7f3a8795-5919-4a52-9032-b41fb046984a,2da9ea27-8c84-4868-809b-002ec08f6315,Weight,,,fe46f69d-dd77-9a0f-5dc4-1ce604c97ea9,Pound,"{"kind":"flat","type":"Total Weight (Equipment + Curb)","unit":"LBS","value":"3,080","category":null}","3,080",LBS,,Total Weight (Equipment + Curb)
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,a5f8c57b-a74a-412e-a4a6-d25b429bd1f0,0deb624c-4ab3-4718-b28c-3a86fab93e6b,,,,,,,"{"kind":"flat","type":"Ambient DB","unit":"F","value":"110.0","category":"DX Cooling Capacities"}",110.0,F,DX Cooling Capacities,Ambient DB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,8f033229-ec43-49c9-9252-eeea7ef2a4a2,0deb624c-4ab3-4718-b28c-3a86fab93e6b,,,,,,,"{"kind":"flat","type":"Model","unit":null,"value":"RN-015","category":null}",RN-015,,,Model
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,fd7707ed-9a67-4515-adb9-c0ab613db803,0deb624c-4ab3-4718-b28c-3a86fab93e6b,,,,,,,"{"kind":"flat","type":"ISCOP2 (STANDARD AHRI 920)","unit":null,"value":"3.3","category":"MIN AHRI HEATING η (EFF)"}",3.3,,MIN AHRI HEATING η (EFF),ISCOP2 (STANDARD AHRI 920)
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,12ff5b6d-d7aa-4c01-92c0-f3461a7d2b1e,0deb624c-4ab3-4718-b28c-3a86fab93e6b,,,,,,,"{"kind":"flat","type":"ISHRE2 (STANDARD AHRI 920)","unit":null,"value":"5.6","category":"MIN AHRI DEHUM η (EFF)"}",5.6,,MIN AHRI DEHUM η (EFF),ISHRE2 (STANDARD AHRI 920)
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,dec74df2-b0f5-41f6-bb90-d150aa434d44,0deb624c-4ab3-4718-b28c-3a86fab93e6b,,,,,,,"{"kind":"flat","type":"Volt/Phase","unit":null,"value":"460/3","category":"Electrical Data"}",460/3,,Electrical Data,Volt/Phase
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,85e618b2-466e-48ee-9d83-b7b52a4062e7,0deb624c-4ab3-4718-b28c-3a86fab93e6b,,,,,,,"{"kind":"flat","type":"SCCR Rating","unit":null,"value":"10K","category":null}",10K,,,SCCR Rating
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,0cfae161-8712-4a66-a1a6-fa4289925d39,0deb624c-4ab3-4718-b28c-3a86fab93e6b,,,,,,,"{"kind":"flat","type":"Dirty Filter","unit":"IWC","value":"0.75","category":"Supply Fan Section"}",0.75,IWC,Supply Fan Section,Dirty Filter
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,2df453a0-58f8-4e5f-9a2e-82f4aa0e23ea,0deb624c-4ab3-4718-b28c-3a86fab93e6b,,,,,70284fc6-f347-49e1-b657-567b4a3bb6a9,Horsepower,"{"kind":"flat","type":"HP","unit":"HP","value":"5","category":"Supply Fan Section"}",5,HP,Supply Fan Section,HP
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,c75be81b-8750-471e-a610-f79bc38c2dcb,0deb624c-4ab3-4718-b28c-3a86fab93e6b,,,,,,,"{"kind":"flat","type":"E.S.P.","unit":"IWC","value":"0.3","category":"Exhaust Fan Section"}",0.3,IWC,Exhaust Fan Section,E.S.P.
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,51538807-55b5-45a7-be9e-f3fc6863c9a8,0deb624c-4ab3-4718-b28c-3a86fab93e6b,,,,,70284fc6-f347-49e1-b657-567b4a3bb6a9,Horsepower,"{"kind":"flat","type":"HP","unit":"HP","value":"2.0","category":"Exhaust Fan Section"}",2.0,HP,Exhaust Fan Section,HP
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,4e1e0816-9b4e-4609-8e88-70b7ee85507c,0deb624c-4ab3-4718-b28c-3a86fab93e6b,,,,,,,"{"kind":"flat","type":"Outdoor EAT DB","unit":"F","value":"110.0","category":"Summer Design Energy Wheel Performance"}",110.0,F,Summer Design Energy Wheel Performance,Outdoor EAT DB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,129c9d1b-21ec-4d8f-af46-57655ead6e33,0deb624c-4ab3-4718-b28c-3a86fab93e6b,,,,,,,"{"kind":"flat","type":"Outdoor EAT WB","unit":"F","value":"73.0","category":"Summer Design Energy Wheel Performance"}",73.0,F,Summer Design Energy Wheel Performance,Outdoor EAT WB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,44dfcbc6-604a-4713-b348-95b68445f89e,0deb624c-4ab3-4718-b28c-3a86fab93e6b,,,,,,,"{"kind":"flat","type":"Exhaust EAT DB","unit":"F","value":"75.0","category":"Summer Design Energy Wheel Performance"}",75.0,F,Summer Design Energy Wheel Performance,Exhaust EAT DB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,b4387f49-c771-43de-b79c-6bb7fd7fe012,0deb624c-4ab3-4718-b28c-3a86fab93e6b,,,,,,,"{"kind":"flat","type":"Exhaust EAT WB","unit":"F","value":"63.0","category":"Summer Design Energy Wheel Performance"}",63.0,F,Summer Design Energy Wheel Performance,Exhaust EAT WB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,b13c1074-ddc4-42ad-9317-7c47d1c84f4e,0deb624c-4ab3-4718-b28c-3a86fab93e6b,,,,,,,"{"kind":"flat","type":"Supply LAT DB","unit":"F","value":"91.1","category":"Summer Design Energy Wheel Performance"}",91.1,F,Summer Design Energy Wheel Performance,Supply LAT DB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,cfb1a175-225c-4778-aa14-9f60075bcd53,0deb624c-4ab3-4718-b28c-3a86fab93e6b,,,,,,,"{"kind":"flat","type":"Supply LAT WB","unit":"F","value":"67.8","category":"Summer Design Energy Wheel Performance"}",67.8,F,Summer Design Energy Wheel Performance,Supply LAT WB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,04608d3b-d427-477c-ad71-229ea5300162,0deb624c-4ab3-4718-b28c-3a86fab93e6b,,,,,,,"{"kind":"flat","type":"Outdoor EAT DB","unit":"F","value":"30.0","category":"Winter Design Energy Wheel Performance"}",30.0,F,Winter Design Energy Wheel Performance,Outdoor EAT DB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,a2a49b03-ef7d-4580-b3ab-154691f1797a,0deb624c-4ab3-4718-b28c-3a86fab93e6b,,,,,,,"{"kind":"flat","type":"Outdoor EAT WB","unit":"F","value":"29.0","category":"Winter Design Energy Wheel Performance"}",29.0,F,Winter Design Energy Wheel Performance,Outdoor EAT WB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,a2987371-5c0e-411a-97a9-03c9ab6db228,0deb624c-4ab3-4718-b28c-3a86fab93e6b,,,,,,,"{"kind":"flat","type":"Exhaust EAT DB","unit":"F","value":"60.0","category":"Winter Design Energy Wheel Performance"}",60.0,F,Winter Design Energy Wheel Performance,Exhaust EAT DB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,5942faf0-eaaa-4544-99af-fd357ec5b88f,0deb624c-4ab3-4718-b28c-3a86fab93e6b,,,,,,,"{"kind":"flat","type":"Exhaust EAT WB","unit":"F","value":"50.0","category":"Winter Design Energy Wheel Performance"}",50.0,F,Winter Design Energy Wheel Performance,Exhaust EAT WB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,177d40ba-636c-4b84-9bec-ad9160ff77a5,0deb624c-4ab3-4718-b28c-3a86fab93e6b,,,,,,,"{"kind":"flat","type":"Supply LAT DB","unit":"F","value":"45.6","category":"Winter Design Energy Wheel Performance"}",45.6,F,Winter Design Energy Wheel Performance,Supply LAT DB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,f76997e1-a483-4db3-9678-e6c1cbd93797,0deb624c-4ab3-4718-b28c-3a86fab93e6b,,,,,,,"{"kind":"flat","type":"Supply LAT WB","unit":"F","value":"40.5","category":"Winter Design Energy Wheel Performance"}",40.5,F,Winter Design Energy Wheel Performance,Supply LAT WB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,a7705104-cb83-4085-b169-ee6c7c3ac68d,0deb624c-4ab3-4718-b28c-3a86fab93e6b,,,,,,,"{"kind":"flat","type":"Ent. Air DB","unit":"F","value":"91.1","category":"DX Cooling Capacities"}",91.1,F,DX Cooling Capacities,Ent. Air DB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,fdf37d30-d5a5-4e4c-9b88-af8547a6b852,0deb624c-4ab3-4718-b28c-3a86fab93e6b,,,,,,,"{"kind":"flat","type":"Ent. Air WB","unit":"F","value":"67.8","category":"DX Cooling Capacities"}",67.8,F,DX Cooling Capacities,Ent. Air WB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,383762a2-58ed-4927-9854-3485262eb2ec,0deb624c-4ab3-4718-b28c-3a86fab93e6b,,,,,,,"{"kind":"flat","type":"Lvg. Air DB","unit":"F","value":"49.5","category":"DX Cooling Capacities"}",49.5,F,DX Cooling Capacities,Lvg. Air DB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,d2284e9a-e08f-4e60-b94c-76e6486b5d81,0deb624c-4ab3-4718-b28c-3a86fab93e6b,,,,,,,"{"kind":"flat","type":"Lvg. Air WB","unit":"F","value":"49.4","category":"DX Cooling Capacities"}",49.4,F,DX Cooling Capacities,Lvg. Air WB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,ec4ddd3c-0ebc-4788-a387-88d07a6af82e,0deb624c-4ab3-4718-b28c-3a86fab93e6b,,,,,,,"{"kind":"flat","type":"Capacity TMBH","unit":"TMBH","value":"158.3","category":"DX Cooling Capacities"}",158.3,TMBH,DX Cooling Capacities,Capacity TMBH
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,80de3b17-0af7-4e37-8bf7-5e7e5e32507a,0deb624c-4ab3-4718-b28c-3a86fab93e6b,,,,,,,"{"kind":"flat","type":"Capacity SMBH","unit":"SMBH","value":"129.8","category":"DX Cooling Capacities"}",129.8,SMBH,DX Cooling Capacities,Capacity SMBH
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,e3a4395e-43eb-40fe-85c6-a6e60bb873f3,0deb624c-4ab3-4718-b28c-3a86fab93e6b,,,,,,,"{"kind":"flat","type":"Capacity W/ HX TMBH","unit":"TMBH","value":"212.7","category":"DX Cooling Capacities"}",212.7,TMBH,DX Cooling Capacities,Capacity W/ HX TMBH
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,b149ed36-cc3c-47cb-80a2-63e9524fa04c,0deb624c-4ab3-4718-b28c-3a86fab93e6b,,,,,,,"{"kind":"flat","type":"Capacity W/ HX SMBH","unit":"SMBH","value":"184.2","category":"DX Cooling Capacities"}",184.2,SMBH,DX Cooling Capacities,Capacity W/ HX SMBH
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,3f5d938f-c613-46a6-9865-6ddc53c3df31,0deb624c-4ab3-4718-b28c-3a86fab93e6b,,,,,,,"{"kind":"flat","type":"Lvg. Air DB","unit":"F","value":"72.0","category":"Modulating Hot Gas Reheat"}",72.0,F,Modulating Hot Gas Reheat,Lvg. Air DB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,13db5c48-d5a1-4a4a-b08b-ab514cb5bad5,0deb624c-4ab3-4718-b28c-3a86fab93e6b,,,,,,,"{"kind":"flat","type":"Lvg. Air WB","unit":"F","value":"58.5","category":"Modulating Hot Gas Reheat"}",58.5,F,Modulating Hot Gas Reheat,Lvg. Air WB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,4b85c992-728b-4ee1-88b7-464e76cb17f4,0deb624c-4ab3-4718-b28c-3a86fab93e6b,,,,,b50e82be-8884-60bd-1cd7-4378e71c41d6,Percent,"{"kind":"flat","type":"Lvg. Air RH","unit":"%","value":"44.8","category":"Modulating Hot Gas Reheat"}",44.8,%,Modulating Hot Gas Reheat,Lvg. Air RH
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,e0e0beef-c9b0-4847-8679-696087cb4ce2,0deb624c-4ab3-4718-b28c-3a86fab93e6b,,,,,,,"{"kind":"flat","type":"Ent. Air DB","unit":"F","value":"45.6","category":"Heating Capacities: 1st Stage Heat Pump (30°F Ambient) + Elect Heat"}",45.6,F,Heating Capacities: 1st Stage Heat Pump (30°F Ambient) + Elect Heat,Ent. Air DB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,16ab8e77-a619-4a66-97c6-ab553097d98f,0deb624c-4ab3-4718-b28c-3a86fab93e6b,,,,,,,"{"kind":"flat","type":"Ambient DB","unit":"F","value":"30.0","category":"Heating Capacities: 1st Stage Heat Pump (30°F Ambient) + Elect Heat"}",30.0,F,Heating Capacities: 1st Stage Heat Pump (30°F Ambient) + Elect Heat,Ambient DB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,550531ab-9698-4265-8cd6-6df932105414,0deb624c-4ab3-4718-b28c-3a86fab93e6b,,,,,,,"{"kind":"flat","type":"Heat Pump Cap","unit":"TMBH","value":"142.1","category":"Heating Capacities: 1st Stage Heat Pump (30°F Ambient) + Elect Heat"}",142.1,TMBH,Heating Capacities: 1st Stage Heat Pump (30°F Ambient) + Elect Heat,Heat Pump Cap
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,2573de5a-3611-4f64-a996-6586fa64c4a0,0deb624c-4ab3-4718-b28c-3a86fab93e6b,,,,,,,"{"kind":"flat","type":"Heat Pump Lvg Air DB","unit":"F","value":"82.6","category":"Heating Capacities: 1st Stage Heat Pump (30°F Ambient) + Elect Heat"}",82.6,F,Heating Capacities: 1st Stage Heat Pump (30°F Ambient) + Elect Heat,Heat Pump Lvg Air DB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,1c91d74a-1ea2-45a0-8b1a-ef941d002246,0deb624c-4ab3-4718-b28c-3a86fab93e6b,,,,,650142fc-4ae1-4891-ba32-533946d0ba08,Kilowatts,"{"kind":"flat","type":"Electric Resistance Heater KW Size (Auxiliary)","unit":"KW","value":"20.0","category":"Heating Capacities: 1st Stage Heat Pump (30°F Ambient) + Elect Heat"}",20.0,KW,Heating Capacities: 1st Stage Heat Pump (30°F Ambient) + Elect Heat,Electric Resistance Heater KW Size (Auxiliary)
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,dfacd5a4-a567-45f4-a0c5-2fe353cf642f,0deb624c-4ab3-4718-b28c-3a86fab93e6b,,,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Total Heating Heat Pump + Aux Elec","unit":"MBH","value":"210.4","category":"Heating Capacities: 1st Stage Heat Pump (30°F Ambient) + Elect Heat"}",210.4,MBH,Heating Capacities: 1st Stage Heat Pump (30°F Ambient) + Elect Heat,Total Heating Heat Pump + Aux Elec
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,421a5169-031e-4e98-8495-95b899aaabec,0deb624c-4ab3-4718-b28c-3a86fab93e6b,,,,,,,"{"kind":"flat","type":"Heat Pump + Elect Heater Lvg Air DB","unit":"F","value":"103.6","category":"Heating Capacities: 1st Stage Heat Pump (30°F Ambient) + Elect Heat"}",103.6,F,Heating Capacities: 1st Stage Heat Pump (30°F Ambient) + Elect Heat,Heat Pump + Elect Heater Lvg Air DB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,5b8cfbdf-7036-4778-add9-09e811b7a250,0deb624c-4ab3-4718-b28c-3a86fab93e6b,,,,,650142fc-4ae1-4891-ba32-533946d0ba08,Kilowatts,"{"kind":"flat","type":"Electric Resistance Heater KW Size (Emerg)","unit":"KW","value":"40.0","category":"Heating Capacities: 2nd Stage Electric Heater (17°F Ambient)"}",40.0,KW,Heating Capacities: 2nd Stage Electric Heater (17°F Ambient),Electric Resistance Heater KW Size (Emerg)
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,ddb5f904-ad94-47e7-890d-3bc874451f66,0deb624c-4ab3-4718-b28c-3a86fab93e6b,,,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Electric Resistance Heater Capacity","unit":"MBH","value":"136.5","category":"Heating Capacities: 2nd Stage Electric Heater (17°F Ambient)"}",136.5,MBH,Heating Capacities: 2nd Stage Electric Heater (17°F Ambient),Electric Resistance Heater Capacity
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,249a2264-632a-42cd-a32f-5fd73de00100,0deb624c-4ab3-4718-b28c-3a86fab93e6b,,,,,,,"{"kind":"flat","type":"Electric Resistance Heater Stages","unit":null,"value":"4.0","category":"Heating Capacities: 2nd Stage Electric Heater (17°F Ambient)"}",4.0,,Heating Capacities: 2nd Stage Electric Heater (17°F Ambient),Electric Resistance Heater Stages
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,ad05eb2e-bbd3-45ed-b628-2511f68f1fb6,0deb624c-4ab3-4718-b28c-3a86fab93e6b,,,,,,,"{"kind":"flat","type":"Elect Heater Lvg Air DB","unit":"F","value":"86.4","category":"Heating Capacities: 2nd Stage Electric Heater (17°F Ambient)"}",86.4,F,Heating Capacities: 2nd Stage Electric Heater (17°F Ambient),Elect Heater Lvg Air DB
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,fb02b9da-aaa2-4786-b92e-f5a537cf9b07,0deb624c-4ab3-4718-b28c-3a86fab93e6b,,,,,,,"{"kind":"flat","type":"Service Area","unit":null,"value":"MAIN WAREHOUSE OUTSIDE AIR","category":null}",MAIN WAREHOUSE OUTSIDE AIR,,,Service Area
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,725370bc-18af-41d3-96f5-5757ac9b2cd6,0deb624c-4ab3-4718-b28c-3a86fab93e6b,,,,,,,"{"kind":"flat","type":"Accessories/Options","unit":null,"value":"1","category":null}",1,,,Accessories/Options
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,2d009eaa-92b0-4757-92f6-a281ec231f1b,0deb624c-4ab3-4718-b28c-3a86fab93e6b,bc663106-1c5c-4cc9-9f68-3a51eb3d4c5b,Manufacturer,,,,,"{"kind":"flat","type":"Manufacturer","unit":null,"value":"AAON","category":null}",AAON,,,Manufacturer
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,7e268d03-460c-4a61-97c1-3241fa16685d,0deb624c-4ab3-4718-b28c-3a86fab93e6b,cc68b26a-394c-44e8-a784-a92d7f6d5379,Energy Efficiency Ratio,,,,,"{"kind":"flat","type":"EER","unit":null,"value":"10.6","category":"MIN AHRI COOLING η (EFF)"}",10.6,,MIN AHRI COOLING η (EFF),EER
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,d3841f52-8083-476f-9ae5-3065200cd36a,0deb624c-4ab3-4718-b28c-3a86fab93e6b,2f61801b-7073-4f31-bf70-c7acde22774c,Integrated Energy Efficiency Ratio,,,,,"{"kind":"flat","type":"IEER","unit":null,"value":"13.5","category":"MIN AHRI HEATING η (EFF)"}",13.5,,MIN AHRI HEATING η (EFF),IEER
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,9d61e3af-cd84-4ddd-8d22-08e429c9a63a,0deb624c-4ab3-4718-b28c-3a86fab93e6b,6ef56cbf-210c-46e4-9db6-99aa4e235f87,Minimum Circuit Ampacity,,,,,"{"kind":"flat","type":"MCA","unit":null,"value":"74","category":"Electrical Data"}",74,,Electrical Data,MCA
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,691eb41f-a939-4d02-a7ab-8e10c74fb99c,0deb624c-4ab3-4718-b28c-3a86fab93e6b,4e28ed9e-db76-4cf8-bd59-f6d522bf46e5,Maximum Overcurrent Protection,,,,,"{"kind":"flat","type":"MOCP","unit":null,"value":"80","category":"Electrical Data"}",80,,Electrical Data,MOCP
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,4dc3f5ad-0272-4cea-ba3d-7988114f5652,0deb624c-4ab3-4718-b28c-3a86fab93e6b,ab685915-020e-4475-9f80-8a2915e81d5c,Air Flow,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,"{"kind":"flat","type":"CFM","unit":"CFM","value":"3,100","category":"Supply Fan Section"}","3,100",CFM,Supply Fan Section,CFM
