package_id,spec_id,equipment_id,type_id,type_name,option_id,option_name,unit_id,unit_name,raw_specs,literal_value,literal_unit,literal_category,literal_type
bfda9c88-5997-4166-b944-c68340155640,b3489cf6-b327-448b-bfd4-bd1c0c9103a4,dd26e466-bdd0-4568-9521-9a9588bf85df,,,,,,,"{"kind":"flat","type":"COP @ 17","unit":null,"value":"-","category":"MIN AHRI HEATING η (EFF)"}",-,,MIN AHRI HEATING η (EFF),COP @ 17
bfda9c88-5997-4166-b944-c68340155640,f22f72ef-2f72-4f3c-b2b6-719eb799b22a,dd26e466-bdd0-4568-9521-9a9588bf85df,,,,,,,"{"kind":"flat","type":"HSPF2","unit":null,"value":"6.9","category":"MIN AHRI HEATING η (EFF)"}",6.9,,MIN AHRI HEATING η (EFF),HSPF2
bfda9c88-5997-4166-b944-c68340155640,6f19300b-bf21-4fd1-b9f8-5aeccd0ccc07,dd26e466-bdd0-4568-9521-9a9588bf85df,,,,,,,"{"kind":"flat","type":"MCA","unit":null,"value":"31","category":"Electrical Requirements"}",31,,Electrical Requirements,MCA
bfda9c88-5997-4166-b944-c68340155640,c4403829-6ea9-40a1-aa34-a1cacd56d094,dd26e466-bdd0-4568-9521-9a9588bf85df,,,,,,,"{"kind":"flat","type":"MOCP","unit":null,"value":"35","category":"Electrical Requirements"}",35,,Electrical Requirements,MOCP
bfda9c88-5997-4166-b944-c68340155640,46407b56-7bf5-4db2-ada3-d084417e4f07,dd26e466-bdd0-4568-9521-9a9588bf85df,,,,,,,"{"kind":"flat","type":"V / PH","unit":null,"value":"460 / 3","category":"Electrical Requirements"}",460 / 3,,Electrical Requirements,V / PH
bfda9c88-5997-4166-b944-c68340155640,63e5bcaf-d24e-4ca2-ab14-35eb9ff893f9,dd26e466-bdd0-4568-9521-9a9588bf85df,,,,,,,"{"kind":"flat","type":"AIC SCCR RATING","unit":null,"value":"10K","category":"Electrical Requirements"}",10K,,Electrical Requirements,AIC SCCR RATING
bfda9c88-5997-4166-b944-c68340155640,f831fac3-98db-4933-a340-91010a8c1f38,dd26e466-bdd0-4568-9521-9a9588bf85df,,,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,"{"kind":"flat","type":"OSA","unit":"CFM","value":"SEE PLAN","category":"Evaporator Fan Capacities"}",SEE PLAN,CFM,Evaporator Fan Capacities,OSA
bfda9c88-5997-4166-b944-c68340155640,99ea3516-7d4c-4dce-beff-3160f720a35d,dd26e466-bdd0-4568-9521-9a9588bf85df,,,,,,,"{"kind":"flat","type":"DIRTY FILTER","unit":"IWC","value":"0.35","category":"Evaporator Fan Capacities"}",0.35,IWC,Evaporator Fan Capacities,DIRTY FILTER
bfda9c88-5997-4166-b944-c68340155640,11aa964e-97ed-4507-b2fa-566f4768fcce,dd26e466-bdd0-4568-9521-9a9588bf85df,,,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,"{"kind":"flat","type":"FAN","unit":"CFM","value":"1200","category":"Power Exhaust"}",1200,CFM,Power Exhaust,FAN
bfda9c88-5997-4166-b944-c68340155640,8d7152d1-5169-4fd3-b997-ca01deb01ed3,dd26e466-bdd0-4568-9521-9a9588bf85df,,,,,,,"{"kind":"flat","type":"TOTAL ESP","unit":"IWC","value":"0.3","category":"Power Exhaust"}",0.3,IWC,Power Exhaust,TOTAL ESP
bfda9c88-5997-4166-b944-c68340155640,9321ae44-d885-450b-8737-9acddfc8c794,dd26e466-bdd0-4568-9521-9a9588bf85df,,,,,70284fc6-f347-49e1-b657-567b4a3bb6a9,Horsepower,"{"kind":"flat","type":"FAN","unit":"HP","value":"1.0","category":"Power Exhaust"}",1.0,HP,Power Exhaust,FAN
bfda9c88-5997-4166-b944-c68340155640,01085a00-7d33-4005-a7cb-3f2ecb998313,dd26e466-bdd0-4568-9521-9a9588bf85df,,,,,,,"{"kind":"flat","type":"Entering Air DB","unit":"F","value":"78.0","category":"Cooling Capacities [MBH] 110F"}",78.0,F,Cooling Capacities [MBH] 110F,Entering Air DB
bfda9c88-5997-4166-b944-c68340155640,ac845772-dd26-4eb2-8a36-8cdfd7916a39,dd26e466-bdd0-4568-9521-9a9588bf85df,,,,,,,"{"kind":"flat","type":"Entering Air WB","unit":"F","value":"65.0","category":"Cooling Capacities [MBH] 110F"}",65.0,F,Cooling Capacities [MBH] 110F,Entering Air WB
bfda9c88-5997-4166-b944-c68340155640,f6e1a958-46b9-4a78-995a-c657dd54e57f,dd26e466-bdd0-4568-9521-9a9588bf85df,,,,,,,"{"kind":"flat","type":"Ambient DB","unit":"F","value":"110","category":"Cooling Capacities [MBH] 110F"}",110,F,Cooling Capacities [MBH] 110F,Ambient DB
bfda9c88-5997-4166-b944-c68340155640,216715a5-3d87-45b7-b8fe-ff16b5e48307,dd26e466-bdd0-4568-9521-9a9588bf85df,,,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Sensible Capacity (SMBH)","unit":"MBH","value":"29.6","category":"Cooling Capacities [MBH] 110F"}",29.6,MBH,Cooling Capacities [MBH] 110F,Sensible Capacity (SMBH)
bfda9c88-5997-4166-b944-c68340155640,380b76ac-5940-430f-a479-e410a34ddeea,dd26e466-bdd0-4568-9521-9a9588bf85df,,,,,,,"{"kind":"flat","type":"Leaving Air DB","unit":"F","value":"54.1","category":"Cooling Capacities [MBH] 110F"}",54.1,F,Cooling Capacities [MBH] 110F,Leaving Air DB
bfda9c88-5997-4166-b944-c68340155640,2b4248e1-7881-4937-bcda-406a404e033b,dd26e466-bdd0-4568-9521-9a9588bf85df,,,,,,,"{"kind":"flat","type":"Leaving Air WB","unit":"F","value":"54.0","category":"Cooling Capacities [MBH] 110F"}",54.0,F,Cooling Capacities [MBH] 110F,Leaving Air WB
bfda9c88-5997-4166-b944-c68340155640,ae8ae2f3-1fc6-44a6-a225-3cdcd8fb0334,dd26e466-bdd0-4568-9521-9a9588bf85df,,,,,,,"{"kind":"flat","type":"Leaving Air DB","unit":"F","value":"75(ADJST)","category":"Modulating Hot Gas Reheat"}",75(ADJST),F,Modulating Hot Gas Reheat,Leaving Air DB
bfda9c88-5997-4166-b944-c68340155640,103f825f-f0e4-4645-93d0-a7d699661785,dd26e466-bdd0-4568-9521-9a9588bf85df,,,,,,,"{"kind":"flat","type":"Leaving Air WB","unit":"F","value":"61.7","category":"Modulating Hot Gas Reheat"}",61.7,F,Modulating Hot Gas Reheat,Leaving Air WB
bfda9c88-5997-4166-b944-c68340155640,8f77e4c4-26f9-4b04-afe2-3bc921c419a8,dd26e466-bdd0-4568-9521-9a9588bf85df,,,,,,,"{"kind":"flat","type":"Leaving Air Dewpoint","unit":"F","value":"53.9","category":"Modulating Hot Gas Reheat"}",53.9,F,Modulating Hot Gas Reheat,Leaving Air Dewpoint
bfda9c88-5997-4166-b944-c68340155640,9327d405-698f-440e-b2eb-69607d4f156e,dd26e466-bdd0-4568-9521-9a9588bf85df,,,,,,,"{"kind":"flat","type":"Leaving Air Humidity Ratio","unit":"GR/Lbm","value":"64.2","category":"Modulating Hot Gas Reheat"}",64.2,GR/Lbm,Modulating Hot Gas Reheat,Leaving Air Humidity Ratio
bfda9c88-5997-4166-b944-c68340155640,c1f9e3ee-4940-4733-b8b3-71f38fcf717e,dd26e466-bdd0-4568-9521-9a9588bf85df,,,,,17e6165b-0efd-864a-8630-64a405d2dbc0,Percent Relative Humidity,"{"kind":"flat","type":"Leaving Air RH","unit":"%RH","value":"47.8","category":"Modulating Hot Gas Reheat"}",47.8,%RH,Modulating Hot Gas Reheat,Leaving Air RH
bfda9c88-5997-4166-b944-c68340155640,0d5dff2b-c9d0-4559-8401-e8c11782c495,dd26e466-bdd0-4568-9521-9a9588bf85df,,,,,,,"{"kind":"flat","type":"Entering Air Ambient DB","unit":"F","value":"65.0","category":"Modulating Hot Gas Reheat"}",65.0,F,Modulating Hot Gas Reheat,Entering Air Ambient DB
bfda9c88-5997-4166-b944-c68340155640,2c0074b4-0304-4203-ada2-48678698412c,dd26e466-bdd0-4568-9521-9a9588bf85df,,,,,,,"{"kind":"flat","type":"Outdoor Ambient DB","unit":"F","value":"30.0","category":"Modulating Hot Gas Reheat"}",30.0,F,Modulating Hot Gas Reheat,Outdoor Ambient DB
bfda9c88-5997-4166-b944-c68340155640,3484db0b-9e84-4c6c-9e48-258e7b0b7b58,dd26e466-bdd0-4568-9521-9a9588bf85df,,,,,,,"{"kind":"flat","type":"Heat Pump Leaving Air","unit":"DB[F]","value":"85.3","category":null}",85.3,DB[F],,Heat Pump Leaving Air
bfda9c88-5997-4166-b944-c68340155640,282be7a0-4e3f-4f98-83b3-1402a6a4e099,dd26e466-bdd0-4568-9521-9a9588bf85df,,,,,650142fc-4ae1-4891-ba32-533946d0ba08,Kilowatts,"{"kind":"flat","type":"Electric Resistance Heater KW Size (Auxillary)","unit":"kW","value":"10","category":"Heating Capacities [MBH] 30°F"}",10,kW,Heating Capacities [MBH] 30°F,Electric Resistance Heater KW Size (Auxillary)
bfda9c88-5997-4166-b944-c68340155640,d7c0da91-e47a-4e25-ad83-4f0f253718b5,dd26e466-bdd0-4568-9521-9a9588bf85df,,,,,650142fc-4ae1-4891-ba32-533946d0ba08,Kilowatts,"{"kind":"flat","type":"Electric Resistance Heater KW Size (Emerg)","unit":"kW","value":"10","category":"Heating Capacities [MBH] 30°F"}",10,kW,Heating Capacities [MBH] 30°F,Electric Resistance Heater KW Size (Emerg)
bfda9c88-5997-4166-b944-c68340155640,0d1f521a-2fe7-4726-90d5-57ef2dd7256a,dd26e466-bdd0-4568-9521-9a9588bf85df,,,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Electric Resistance Heater Capacity","unit":"MBH","value":"34.1","category":"Heating Capacities [MBH] 30°F"}",34.1,MBH,Heating Capacities [MBH] 30°F,Electric Resistance Heater Capacity
bfda9c88-5997-4166-b944-c68340155640,e941b0ac-7245-48bf-be98-5fe5adb3ed39,dd26e466-bdd0-4568-9521-9a9588bf85df,,,,,,,"{"kind":"flat","type":"Electric Resistance Heater Stages","unit":null,"value":"1.0","category":"Heating Capacities [MBH] 30°F"}",1.0,,Heating Capacities [MBH] 30°F,Electric Resistance Heater Stages
bfda9c88-5997-4166-b944-c68340155640,50b639fc-4bce-47cc-af06-9447af802521,dd26e466-bdd0-4568-9521-9a9588bf85df,,,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Total Heating Capacity (Heat Pump + Aux Elec)","unit":"MBH","value":"63.2","category":"Heating Capacities [MBH] 30°F"}",63.2,MBH,Heating Capacities [MBH] 30°F,Total Heating Capacity (Heat Pump + Aux Elec)
bfda9c88-5997-4166-b944-c68340155640,a00f9f69-29ef-4ce4-a69e-e148914ac695,dd26e466-bdd0-4568-9521-9a9588bf85df,,,,,,,"{"kind":"flat","type":"Leaving Air (Heat Pump + Elect Heater)","unit":"DB[F]","value":"112.3","category":"Heating Capacities [MBH] 30°F"}",112.3,DB[F],Heating Capacities [MBH] 30°F,Leaving Air (Heat Pump + Elect Heater)
bfda9c88-5997-4166-b944-c68340155640,90f7eb53-d16e-4100-8121-8e169dd7b568,dd26e466-bdd0-4568-9521-9a9588bf85df,,,,,,,"{"kind":"flat","type":"Service Area","unit":null,"value":"OFFICE","category":null}",OFFICE,,,Service Area
bfda9c88-5997-4166-b944-c68340155640,3d895a2f-7d81-421c-9be5-6d67241248c0,dd26e466-bdd0-4568-9521-9a9588bf85df,,,,,,,"{"kind":"flat","type":"Provide Controller","unit":null,"value":"YES","category":"Demand Control Ventilation [DCV]"}",YES,,Demand Control Ventilation [DCV],Provide Controller
bfda9c88-5997-4166-b944-c68340155640,a819372b-0ac3-4d27-9072-8484f3301b06,dd26e466-bdd0-4568-9521-9a9588bf85df,,,,,,,"{"kind":"flat","type":"DCV OSA MIN CFM SETPOINT","unit":null,"value":"10% OF TOTAL AIRFLOW","category":"Demand Control Ventilation [DCV]"}",10% OF TOTAL AIRFLOW,,Demand Control Ventilation [DCV],DCV OSA MIN CFM SETPOINT
bfda9c88-5997-4166-b944-c68340155640,ba7c78a9-872c-46f3-bf27-6314be4103f0,dd26e466-bdd0-4568-9521-9a9588bf85df,,,,,,,"{"kind":"flat","type":"DCV OSA MAX CFM SETPOINT","unit":null,"value":"SEE PLANS","category":"Demand Control Ventilation [DCV]"}",SEE PLANS,,Demand Control Ventilation [DCV],DCV OSA MAX CFM SETPOINT
bfda9c88-5997-4166-b944-c68340155640,89c4ff66-0b85-42ee-b0ca-89da7381b126,dd26e466-bdd0-4568-9521-9a9588bf85df,,,,,9b4bcff0-c98a-4b1a-9716-ca97df2009c5,inch,"{"kind":"flat","type":"Height W/O Curb","unit":"IN","value":"51","category":null}",51,IN,,Height W/O Curb
bfda9c88-5997-4166-b944-c68340155640,eee05964-2113-490d-99cf-6be0159d67f3,dd26e466-bdd0-4568-9521-9a9588bf85df,,,,,fe46f69d-dd77-9a0f-5dc4-1ce604c97ea9,Pound,"{"kind":"flat","type":"Weight (Equipment)","unit":"LBS","value":"1030","category":null}",1030,LBS,,Weight (Equipment)
bfda9c88-5997-4166-b944-c68340155640,10609da5-20f1-4459-a5e8-a64be9deb61c,dd26e466-bdd0-4568-9521-9a9588bf85df,,,,,fe46f69d-dd77-9a0f-5dc4-1ce604c97ea9,Pound,"{"kind":"flat","type":"Total Weight (Equipment + Curb)","unit":"LBS","value":"1330","category":null}",1330,LBS,,Total Weight (Equipment + Curb)
bfda9c88-5997-4166-b944-c68340155640,16b9e0cc-5d49-463e-82b6-ef8afe66c58c,dd26e466-bdd0-4568-9521-9a9588bf85df,,,,,,,"{"kind":"flat","type":"Accessories/Options","unit":null,"value":"1,2,3,4","category":null}","1,2,3,4",,,Accessories/Options
bfda9c88-5997-4166-b944-c68340155640,f18ce7fe-4466-4ba8-ab8e-e08d71ba8f68,dd26e466-bdd0-4568-9521-9a9588bf85df,bc663106-1c5c-4cc9-9f68-3a51eb3d4c5b,Manufacturer,,,,,"{"kind":"flat","type":"Manufacturer","unit":null,"value":"AAON","category":null}",AAON,,,Manufacturer
bfda9c88-5997-4166-b944-c68340155640,8fd5e218-d8e2-4e5d-9eb4-1d0cf33b773c,dd26e466-bdd0-4568-9521-9a9588bf85df,cc68b26a-394c-44e8-a784-a92d7f6d5379,Energy Efficiency Ratio,,,,,"{"kind":"flat","type":"EER (EER2)","unit":null,"value":"12.3","category":"MIN AHRI COOLING η (EFF)"}",12.3,,MIN AHRI COOLING η (EFF),EER (EER2)
bfda9c88-5997-4166-b944-c68340155640,33168088-a3b4-4393-a9bc-8181e54db679,dd26e466-bdd0-4568-9521-9a9588bf85df,ab685915-020e-4475-9f80-8a2915e81d5c,Air Flow,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,"{"kind":"flat","type":"TOTAL","unit":"CFM","value":"1200","category":"Evaporator Fan Capacities"}",1200,CFM,Evaporator Fan Capacities,TOTAL
bfda9c88-5997-4166-b944-c68340155640,09f3b3e8-d524-4754-84b7-543356a90db1,dd26e466-bdd0-4568-9521-9a9588bf85df,137a3897-e753-49fa-93ec-c79a7797249b,Static Pressure,,,,,"{"kind":"flat","type":"ESP","unit":"IWC","value":"0.6","category":"Evaporator Fan Capacities"}",0.6,IWC,Evaporator Fan Capacities,ESP
bfda9c88-5997-4166-b944-c68340155640,3fdfd3c5-b6e7-47b4-9172-db47a30665f8,dd26e466-bdd0-4568-9521-9a9588bf85df,819972ad-cacc-4643-8e07-735f11561534,Fan Power,,,70284fc6-f347-49e1-b657-567b4a3bb6a9,Horsepower,"{"kind":"flat","type":"FAN","unit":"HP","value":"2.0","category":"Evaporator Fan Capacities"}",2.0,HP,Evaporator Fan Capacities,FAN
bfda9c88-5997-4166-b944-c68340155640,c3c4284b-d757-4a51-8548-ba4eb6df6b2d,dd26e466-bdd0-4568-9521-9a9588bf85df,2d2ae19d-c0d6-41f1-a2c0-2a2b97a70745,Heating Capacity,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Total Capacity (TMBH)","unit":"MBH","value":"37.9","category":"Cooling Capacities [MBH] 110F"}",37.9,MBH,Cooling Capacities [MBH] 110F,Total Capacity (TMBH)
bfda9c88-5997-4166-b944-c68340155640,630fda24-d0a5-4388-a407-a13fc00f398c,dd26e466-bdd0-4568-9521-9a9588bf85df,92929d54-bdb5-4112-a464-e3362820c7c6,Capacity,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Capacity","unit":"MBH","value":"25.9","category":"Modulating Hot Gas Reheat"}",25.9,MBH,Modulating Hot Gas Reheat,Capacity
bfda9c88-5997-4166-b944-c68340155640,41c4afe0-a7e5-4180-80c7-19669e12f319,dd26e466-bdd0-4568-9521-9a9588bf85df,ff3dd018-14af-4b46-921e-cd6ae24d0b57,Heating/Cooling Capacity,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Heat Pump Capacity","unit":"MBH","value":"29.1","category":null}",29.1,MBH,,Heat Pump Capacity
bfda9c88-5997-4166-b944-c68340155640,4c5a48b5-aba7-41e0-8a72-412326770228,3c0a99f4-a202-4e4b-9fb9-e74877f98817,,,,,,,"{"kind":"flat","type":"Model #","unit":null,"value":"RQ-003","category":null}",RQ-003,,,Model #
bfda9c88-5997-4166-b944-c68340155640,78fb09f9-710a-4f48-b903-593a6f4a16c7,3c0a99f4-a202-4e4b-9fb9-e74877f98817,,,,,,,"{"kind":"flat","type":"COP @ 47","unit":null,"value":"-","category":"MIN AHRI HEATING η (EFF)"}",-,,MIN AHRI HEATING η (EFF),COP @ 47
bfda9c88-5997-4166-b944-c68340155640,1f052c4b-98b3-4166-8a30-956de75e9b87,3c0a99f4-a202-4e4b-9fb9-e74877f98817,,,,,,,"{"kind":"flat","type":"COP @ 17","unit":null,"value":"-","category":"MIN AHRI HEATING η (EFF)"}",-,,MIN AHRI HEATING η (EFF),COP @ 17
bfda9c88-5997-4166-b944-c68340155640,1c3c8805-a568-4947-a9a7-f740ddcb44f3,3c0a99f4-a202-4e4b-9fb9-e74877f98817,,,,,,,"{"kind":"flat","type":"HSPF2","unit":null,"value":"6.9","category":"MIN AHRI HEATING η (EFF)"}",6.9,,MIN AHRI HEATING η (EFF),HSPF2
bfda9c88-5997-4166-b944-c68340155640,8811f6cc-1ee5-4130-be21-bfc91a985cc4,3c0a99f4-a202-4e4b-9fb9-e74877f98817,,,,,,,"{"kind":"flat","type":"MCA","unit":null,"value":"31","category":"Electrical Requirements"}",31,,Electrical Requirements,MCA
bfda9c88-5997-4166-b944-c68340155640,3444cd94-0228-4d62-b8db-d8520c2a5d48,3c0a99f4-a202-4e4b-9fb9-e74877f98817,,,,,,,"{"kind":"flat","type":"MOCP","unit":null,"value":"35","category":"Electrical Requirements"}",35,,Electrical Requirements,MOCP
bfda9c88-5997-4166-b944-c68340155640,6257a9c9-5a97-4133-8d1b-2176ee802b45,3c0a99f4-a202-4e4b-9fb9-e74877f98817,,,,,,,"{"kind":"flat","type":"V / PH","unit":null,"value":"460 / 3","category":"Electrical Requirements"}",460 / 3,,Electrical Requirements,V / PH
bfda9c88-5997-4166-b944-c68340155640,d02281d1-73b3-45c4-b3c0-b69c59b3db40,3c0a99f4-a202-4e4b-9fb9-e74877f98817,,,,,,,"{"kind":"flat","type":"AIC SCCR RATING","unit":null,"value":"10K","category":"Electrical Requirements"}",10K,,Electrical Requirements,AIC SCCR RATING
bfda9c88-5997-4166-b944-c68340155640,3b497ced-c880-45c8-aeaa-bd7385b801f3,3c0a99f4-a202-4e4b-9fb9-e74877f98817,,,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,"{"kind":"flat","type":"TOTAL","unit":"CFM","value":"1200","category":"Evaporator Fan Capacities"}",1200,CFM,Evaporator Fan Capacities,TOTAL
bfda9c88-5997-4166-b944-c68340155640,f06613bb-5e3b-4d06-b93d-dbccdbf57397,3c0a99f4-a202-4e4b-9fb9-e74877f98817,,,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,"{"kind":"flat","type":"OSA","unit":"CFM","value":"SEE PLAN","category":"Evaporator Fan Capacities"}",SEE PLAN,CFM,Evaporator Fan Capacities,OSA
bfda9c88-5997-4166-b944-c68340155640,5d01bce9-bcbc-4e07-abbd-7e06adad1ec0,3c0a99f4-a202-4e4b-9fb9-e74877f98817,,,,,,,"{"kind":"flat","type":"DIRTY FILTER","unit":"IWC","value":"0.35","category":"Evaporator Fan Capacities"}",0.35,IWC,Evaporator Fan Capacities,DIRTY FILTER
bfda9c88-5997-4166-b944-c68340155640,2b967fc3-425d-48f8-8abf-2efa964e8642,3c0a99f4-a202-4e4b-9fb9-e74877f98817,,,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,"{"kind":"flat","type":"FAN","unit":"CFM","value":"1200","category":"Power Exhaust"}",1200,CFM,Power Exhaust,FAN
bfda9c88-5997-4166-b944-c68340155640,f937d49a-02e1-42dd-8fd8-c9c74f4cac3b,3c0a99f4-a202-4e4b-9fb9-e74877f98817,,,,,,,"{"kind":"flat","type":"Entering Air DB","unit":"F","value":"78.0","category":"Cooling Capacities [MBH] 110F"}",78.0,F,Cooling Capacities [MBH] 110F,Entering Air DB
bfda9c88-5997-4166-b944-c68340155640,46c050fb-5c42-46ed-9009-8990de5868cc,3c0a99f4-a202-4e4b-9fb9-e74877f98817,,,,,,,"{"kind":"flat","type":"Entering Air WB","unit":"F","value":"65.0","category":"Cooling Capacities [MBH] 110F"}",65.0,F,Cooling Capacities [MBH] 110F,Entering Air WB
bfda9c88-5997-4166-b944-c68340155640,a6a3e7bb-f316-42d4-aa05-19ec4ed04e0b,3c0a99f4-a202-4e4b-9fb9-e74877f98817,,,,,,,"{"kind":"flat","type":"Ambient DB","unit":"F","value":"110","category":"Cooling Capacities [MBH] 110F"}",110,F,Cooling Capacities [MBH] 110F,Ambient DB
bfda9c88-5997-4166-b944-c68340155640,08fc3709-5a10-4a9e-8386-cdae2f94a4f4,3c0a99f4-a202-4e4b-9fb9-e74877f98817,,,,,,,"{"kind":"flat","type":"Leaving Air DB","unit":"F","value":"54.1","category":"Cooling Capacities [MBH] 110F"}",54.1,F,Cooling Capacities [MBH] 110F,Leaving Air DB
bfda9c88-5997-4166-b944-c68340155640,d30fb935-6e5e-4ce3-8518-1fc0b616343d,3c0a99f4-a202-4e4b-9fb9-e74877f98817,,,,,,,"{"kind":"flat","type":"Leaving Air WB","unit":"F","value":"54.0","category":"Cooling Capacities [MBH] 110F"}",54.0,F,Cooling Capacities [MBH] 110F,Leaving Air WB
bfda9c88-5997-4166-b944-c68340155640,14ee33cd-ae8c-4431-b001-1da7a82162e6,3c0a99f4-a202-4e4b-9fb9-e74877f98817,,,,,,,"{"kind":"flat","type":"Leaving Air DB","unit":"F","value":"75(ADJST)","category":"Modulating Hot Gas Reheat"}",75(ADJST),F,Modulating Hot Gas Reheat,Leaving Air DB
bfda9c88-5997-4166-b944-c68340155640,4d122fc6-7952-4b21-9651-b54e4ac3eef2,3c0a99f4-a202-4e4b-9fb9-e74877f98817,,,,,,,"{"kind":"flat","type":"Leaving Air WB","unit":"F","value":"61.7","category":"Modulating Hot Gas Reheat"}",61.7,F,Modulating Hot Gas Reheat,Leaving Air WB
bfda9c88-5997-4166-b944-c68340155640,95dc6cf8-8b79-411a-8f0c-0db065347cc7,3c0a99f4-a202-4e4b-9fb9-e74877f98817,,,,,,,"{"kind":"flat","type":"Leaving Air Dewpoint","unit":"F","value":"53.9","category":"Modulating Hot Gas Reheat"}",53.9,F,Modulating Hot Gas Reheat,Leaving Air Dewpoint
bfda9c88-5997-4166-b944-c68340155640,e81f8421-8971-4b57-bf8e-84aa70258dca,3c0a99f4-a202-4e4b-9fb9-e74877f98817,,,,,,,"{"kind":"flat","type":"Leaving Air Humidity Ratio","unit":"GR/Lbm","value":"64.2","category":"Modulating Hot Gas Reheat"}",64.2,GR/Lbm,Modulating Hot Gas Reheat,Leaving Air Humidity Ratio
bfda9c88-5997-4166-b944-c68340155640,eb851a57-855b-4730-bef6-a853ed742a4b,3c0a99f4-a202-4e4b-9fb9-e74877f98817,,,,,17e6165b-0efd-864a-8630-64a405d2dbc0,Percent Relative Humidity,"{"kind":"flat","type":"Leaving Air RH","unit":"%RH","value":"47.8","category":"Modulating Hot Gas Reheat"}",47.8,%RH,Modulating Hot Gas Reheat,Leaving Air RH
bfda9c88-5997-4166-b944-c68340155640,a32bca2b-4aee-423e-a06d-709aae4f9d8e,3c0a99f4-a202-4e4b-9fb9-e74877f98817,,,,,,,"{"kind":"flat","type":"Entering Air Ambient DB","unit":"F","value":"65.0","category":"Modulating Hot Gas Reheat"}",65.0,F,Modulating Hot Gas Reheat,Entering Air Ambient DB
bfda9c88-5997-4166-b944-c68340155640,c946ef55-0d17-492d-9f05-2747156d0f0d,3c0a99f4-a202-4e4b-9fb9-e74877f98817,,,,,,,"{"kind":"flat","type":"Outdoor Ambient DB","unit":"F","value":"30.0","category":"Modulating Hot Gas Reheat"}",30.0,F,Modulating Hot Gas Reheat,Outdoor Ambient DB
bfda9c88-5997-4166-b944-c68340155640,75a46702-0b72-4615-814e-e14f229bbd0a,3c0a99f4-a202-4e4b-9fb9-e74877f98817,,,,,,,"{"kind":"flat","type":"Heat Pump Leaving Air","unit":"DB[F]","value":"85.3","category":null}",85.3,DB[F],,Heat Pump Leaving Air
bfda9c88-5997-4166-b944-c68340155640,3c0c9115-602c-4c46-acd8-f96ff6e8c07c,3c0a99f4-a202-4e4b-9fb9-e74877f98817,,,,,650142fc-4ae1-4891-ba32-533946d0ba08,Kilowatts,"{"kind":"flat","type":"Electric Resistance Heater KW Size (Auxillary)","unit":"kW","value":"10","category":"Heating Capacities [MBH] 30°F"}",10,kW,Heating Capacities [MBH] 30°F,Electric Resistance Heater KW Size (Auxillary)
bfda9c88-5997-4166-b944-c68340155640,6abee5ea-1288-4e71-808c-695d9338fa9c,3c0a99f4-a202-4e4b-9fb9-e74877f98817,,,,,650142fc-4ae1-4891-ba32-533946d0ba08,Kilowatts,"{"kind":"flat","type":"Electric Resistance Heater KW Size (Emerg)","unit":"kW","value":"10","category":"Heating Capacities [MBH] 30°F"}",10,kW,Heating Capacities [MBH] 30°F,Electric Resistance Heater KW Size (Emerg)
bfda9c88-5997-4166-b944-c68340155640,fbf9ac85-dc46-4e08-a4d9-b97bf2be4a24,3c0a99f4-a202-4e4b-9fb9-e74877f98817,,,,,,,"{"kind":"flat","type":"Electric Resistance Heater Stages","unit":null,"value":"1.0","category":"Heating Capacities [MBH] 30°F"}",1.0,,Heating Capacities [MBH] 30°F,Electric Resistance Heater Stages
bfda9c88-5997-4166-b944-c68340155640,76ebbc65-5d21-47ae-8484-7ef9bddf9de2,3c0a99f4-a202-4e4b-9fb9-e74877f98817,,,,,,,"{"kind":"flat","type":"Leaving Air (Heat Pump + Elect Heater)","unit":"DB[F]","value":"112.3","category":"Heating Capacities [MBH] 30°F"}",112.3,DB[F],Heating Capacities [MBH] 30°F,Leaving Air (Heat Pump + Elect Heater)
bfda9c88-5997-4166-b944-c68340155640,f8a16972-e8a2-4205-a906-80f159d461a0,3c0a99f4-a202-4e4b-9fb9-e74877f98817,,,,,,,"{"kind":"flat","type":"Service Area","unit":null,"value":"OFFICE","category":null}",OFFICE,,,Service Area
