package_id,spec_id,equipment_id,type_id,type_name,option_id,option_name,unit_id,unit_name,raw_specs,literal_value,literal_unit,literal_category,literal_type
d69237ba-a4f3-4c3a-8781-d3b401be0ae3,f728f982-d26f-4974-b17d-d75288b59940,5350e5df-8654-4691-ad75-bdd90182b801,,,,,b4146944-e490-4de3-bd2a-da7d7990c7d5,British Thermal Units per Hour,"{"kind":"flat","type":"Minimum Capacity","unit":"BTUH","value":"10,000","category":null}","10,000",BTUH,,Minimum Capacity
d69237ba-a4f3-4c3a-8781-d3b401be0ae3,2ceeabfc-4a45-4037-9354-f01772b85d51,5350e5df-8654-4691-ad75-bdd90182b801,92929d54-bdb5-4112-a464-e3362820c7c6,Capacity,,,650142fc-4ae1-4891-ba32-533946d0ba08,Kilowatts,"{"kind":"flat","type":"KW","unit":"KW","value":"3","category":null}",3,KW,,KW
d69237ba-a4f3-4c3a-8781-d3b401be0ae3,a4a1a0b5-8337-4e0c-94b1-804d7939f704,5350e5df-8654-4691-ad75-bdd90182b801,95715e84-320b-4c25-b0de-b2886571b5ed,Number of Stages,,,,,"{"kind":"flat","type":"Number of Stages","unit":null,"value":"1","category":null}",1,,,Number of Stages
d69237ba-a4f3-4c3a-8781-d3b401be0ae3,7da6723a-ce9b-4406-bf81-7d691a6b14f8,5350e5df-8654-4691-ad75-bdd90182b801,f8c7b985-288e-4160-b9f9-f923877ec673,Voltage,,,1385179c-3960-925e-1168-57acc1c87378,Volt,"{"kind":"flat","type":"V","unit":"V","value":"208","category":"Current Char."}",208,V,Current Char.,V
d69237ba-a4f3-4c3a-8781-d3b401be0ae3,0df61deb-074b-44ba-a343-57bbaac89894,5350e5df-8654-4691-ad75-bdd90182b801,dc025f71-f7e9-4f8b-afe8-776f30a7acc7,Phase,,,,,"{"kind":"flat","type":"P","unit":null,"value":"1","category":"Current Char."}",1,,Current Char.,P
d69237ba-a4f3-4c3a-8781-d3b401be0ae3,5b02a921-4b3e-4a79-98a4-6bfb1d1a9cda,5350e5df-8654-4691-ad75-bdd90182b801,9aae5376-ca52-4e0d-8853-822740d0973b,Frequency,aea6cde8-7a4a-4e38-9fcb-899030a38e0e,60,b5e91e48-bf45-7e1f-45c2-fca2f122a079,Cycles per Second,"{"kind":"flat","type":"F","unit":"Hz","value":"60","category":"Current Char."}",60,Hz,Current Char.,F
d69237ba-a4f3-4c3a-8781-d3b401be0ae3,a75caef4-781e-43bc-bc47-8b7d18165fa7,5350e5df-8654-4691-ad75-bdd90182b801,ab685915-020e-4475-9f80-8a2915e81d5c,Air Flow,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,"{"kind":"flat","type":"CFM","unit":"CFM","value":"400","category":null}",400,CFM,,CFM
d69237ba-a4f3-4c3a-8781-d3b401be0ae3,9224ff42-b789-4cc1-96b8-a70fe7262ad2,5350e5df-8654-4691-ad75-bdd90182b801,bc663106-1c5c-4cc9-9f68-3a51eb3d4c5b,Manufacturer,b8903bcb-06d0-4c8f-a21d-10e15aa1fd61,Reznor,,,"{"kind":"flat","type":"Manufacturer","unit":null,"value":"REZNOR","category":null}",REZNOR,,,Manufacturer
d69237ba-a4f3-4c3a-8781-d3b401be0ae3,b6322147-98af-496f-b5d8-73b755eb03e8,5350e5df-8654-4691-ad75-bdd90182b801,,,,,,,"{"kind":"flat","type":"Model","unit":null,"value":"EUH","category":null}",EUH,,,Model
d69237ba-a4f3-4c3a-8781-d3b401be0ae3,718a7fe5-64a8-462a-bc58-a062ec61bcc2,5350e5df-8654-4691-ad75-bdd90182b801,,,,,,,"{"kind":"flat","type":"Remark","unit":null,"value":"PROVIDE WITH PENDANT MOUNTED THERMOSTAT.","category":null}",PROVIDE WITH PENDANT MOUNTED THERMOSTAT.,,,Remark
3e404e48-f950-4c88-8b46-d7bdf6f60bc3,dcc92893-6290-4777-be99-f90665d06c2a,a7c196b0-7ead-4890-adda-eccf9efd5d74,ae7301a4-c7c6-41b3-bb5f-f19d2d1437df,Airflow,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,"{"kind":"flat","type":"Supply Air CFM","unit":"CFM","value":"1,700","category":null}","1,700",CFM,,Supply Air CFM
3e404e48-f950-4c88-8b46-d7bdf6f60bc3,57b886fd-dffe-4058-abd7-97efa185c4f6,a7c196b0-7ead-4890-adda-eccf9efd5d74,,,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,"{"kind":"flat","type":"Outside Air CFM","unit":"CFM","value":"1,700","category":null}","1,700",CFM,,Outside Air CFM
3e404e48-f950-4c88-8b46-d7bdf6f60bc3,91b9cf4f-ee8d-4550-9f84-93301294930e,a7c196b0-7ead-4890-adda-eccf9efd5d74,,,,,5ef02a97-a952-44f9-96f9-ba15ea8ebac0,Inches of Water Column,"{"kind":"flat","type":"Ext. Static Pressure","unit":"IN. W.C.","value":"0.45","category":"Fan"}",0.45,IN. W.C.,Fan,Ext. Static Pressure
3e404e48-f950-4c88-8b46-d7bdf6f60bc3,bcd4df80-d4e8-473b-8c08-d4259f909b34,a7c196b0-7ead-4890-adda-eccf9efd5d74,,,,,,,"{"kind":"flat","type":"Horse Power","unit":null,"value":"0.5","category":"Fan"}",0.5,,Fan,Horse Power
