spec_id,equipment_id,type_id,type_name,option_id,option_name,unit_id,unit_name,raw_specs,literal_value,literal_unit,literal_category,literal_type
e06075a9-bad8-4990-8bf2-345ab1461fda,c1bc7d4b-8edf-4ed9-90f5-849550e1c2d9,f8c7b985-288e-4160-b9f9-f923877ec673,Voltage,9672d5c0-ffa5-4956-a00c-c8c5fb360054,208,,,"{"kind":"flat","type":"Voltage / Phase","unit":null,"value":"208/1","category":"Electrical"}",208/1,,Electrical,Voltage / Phase
c4534a77-b250-4cde-8ed8-20d49e794c2a,c1bc7d4b-8edf-4ed9-90f5-849550e1c2d9,2da9ea27-8c84-4868-809b-002ec08f6315,Weight,,,fe46f69d-dd77-9a0f-5dc4-1ce604c97ea9,Pound,"{"kind":"flat","type":"Weight","unit":"LBS","value":"77","category":null}",77,LBS,,Weight
02986123-7a05-40be-84b4-9b2b19f5d4c8,c1bc7d4b-8edf-4ed9-90f5-849550e1c2d9,,,,,,,"{"kind":"flat","type":"Comment","unit":null,"value":"FAN TO BE EQUAL TO GREENHECK DC-5-10-13LV WITH MOUNTING KIT & CONTROLLER.","category":null}",FAN TO BE EQUAL TO GREENHECK DC-5-10-13LV WITH MOUNTING KIT & CONTROLLER.,,,Comment
c62d18a9-c1a0-4991-9b7b-fb4ba808f1f0,899c164a-3d53-49b2-97f9-561e551e6cb6,,,,,34173008-4512-2b9a-97aa-e869c832dc42,Feet,"{"kind":"flat","type":"Impellar Diameter","unit":"FT","value":"14","category":null}",14,FT,,Impellar Diameter
c3c7a9bc-1e7d-4440-9a01-934fa085512c,899c164a-3d53-49b2-97f9-561e551e6cb6,ae7301a4-c7c6-41b3-bb5f-f19d2d1437df,Airflow,,,,,"{"kind":"flat","type":"Airflow","unit":null,"value":"22,713","category":null}","22,713",,,Airflow
302846e7-238b-42fd-9b57-041a5a727a96,899c164a-3d53-49b2-97f9-561e551e6cb6,568a4ffd-f5aa-4fd1-b5c1-4e5942309093,RPM,,,,,"{"kind":"flat","type":"RPM","unit":null,"value":"32","category":null}",32,,,RPM
5061f305-dea0-4b76-881f-3be5eff16155,899c164a-3d53-49b2-97f9-561e551e6cb6,,,,,70284fc6-f347-49e1-b657-567b4a3bb6a9,Horsepower,"{"kind":"flat","type":"Motor","unit":"HP","value":"0.25","category":"Electrical"}",0.25,HP,Electrical,Motor
c84d8419-c1c0-49f8-89f9-26bf5bdcbfbc,899c164a-3d53-49b2-97f9-561e551e6cb6,,,,,,,"{"kind":"flat","type":"Voltage / Phase","unit":null,"value":"208/1","category":"Electrical"}",208/1,,Electrical,Voltage / Phase
4d2f80bb-dec7-4b2f-ac18-6a5fcb1644d0,899c164a-3d53-49b2-97f9-561e551e6cb6,2da9ea27-8c84-4868-809b-002ec08f6315,Weight,,,fe46f69d-dd77-9a0f-5dc4-1ce604c97ea9,Pound,"{"kind":"flat","type":"Weight","unit":"LBS","value":"91","category":null}",91,LBS,,Weight
b3dc3091-74d8-45b7-8080-edcb15a2a44c,899c164a-3d53-49b2-97f9-561e551e6cb6,,,,,,,"{"kind":"flat","type":"Comment","unit":null,"value":"FAN TO BE EQUAL TO GREENHECK DC-5-14-13LV WITH MOUNTING KIT & CONTROLLER.","category":null}",FAN TO BE EQUAL TO GREENHECK DC-5-14-13LV WITH MOUNTING KIT & CONTROLLER.,,,Comment
80104b63-1099-4d10-9338-c271b4d6d8e7,0ecd2e11-34a4-4740-a260-c88a6f5b34e4,,,,,34173008-4512-2b9a-97aa-e869c832dc42,Feet,"{"kind":"flat","type":"Impellar Diameter","unit":"FT","value":"10","category":null}",10,FT,,Impellar Diameter
63cf8427-40f5-469d-886e-4f964ceb2ee3,0ecd2e11-34a4-4740-a260-c88a6f5b34e4,ae7301a4-c7c6-41b3-bb5f-f19d2d1437df,Airflow,,,,,"{"kind":"flat","type":"Airflow","unit":null,"value":"16,074","category":null}","16,074",,,Airflow
42ff90b4-e9bd-4873-b835-4c77e684ebbf,0ecd2e11-34a4-4740-a260-c88a6f5b34e4,568a4ffd-f5aa-4fd1-b5c1-4e5942309093,RPM,,,,,"{"kind":"flat","type":"RPM","unit":null,"value":"54","category":null}",54,,,RPM
a020a60c-9b11-4fb2-ba3a-d52682541124,0ecd2e11-34a4-4740-a260-c88a6f5b34e4,,,,,70284fc6-f347-49e1-b657-567b4a3bb6a9,Horsepower,"{"kind":"flat","type":"Motor","unit":"HP","value":"0.25","category":"Electrical"}",0.25,HP,Electrical,Motor
c0f77682-95c0-493e-bc26-36ead2431047,0ecd2e11-34a4-4740-a260-c88a6f5b34e4,,,,,,,"{"kind":"flat","type":"Voltage / Phase","unit":null,"value":"208/1","category":"Electrical"}",208/1,,Electrical,Voltage / Phase
f3b464f4-6558-4be2-a7a7-e2290af62cbb,0ecd2e11-34a4-4740-a260-c88a6f5b34e4,2da9ea27-8c84-4868-809b-002ec08f6315,Weight,,,fe46f69d-dd77-9a0f-5dc4-1ce604c97ea9,Pound,"{"kind":"flat","type":"Weight","unit":"LBS","value":"77","category":null}",77,LBS,,Weight
16849ba2-0eb8-43c9-bc20-044cb0850de1,0ecd2e11-34a4-4740-a260-c88a6f5b34e4,,,,,,,"{"kind":"flat","type":"Comment","unit":null,"value":"FAN TO BE EQUAL TO GREENHECK DC-5-10-13LV WITH MOUNTING KIT & CONTROLLER.","category":null}",FAN TO BE EQUAL TO GREENHECK DC-5-10-13LV WITH MOUNTING KIT & CONTROLLER.,,,Comment
