package_id,spec_id,equipment_id,type_id,type_name,option_id,option_name,unit_id,unit_name,raw_specs,literal_value,literal_unit,literal_category,literal_type
9f7f48ba-7b03-4d48-bd63-68de73f1eda3,7a9a8fe9-9a37-4155-931b-828ae11b1106,067fc91e-7f9b-49d3-bb62-f6dbcdcccf12,ab685915-020e-4475-9f80-8a2915e81d5c,Air Flow,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,,10500,CFM,,Outside Air
9f7f48ba-7b03-4d48-bd63-68de73f1eda3,9bd02c3a-ed1a-42f1-8822-50d06569d75a,067fc91e-7f9b-49d3-bb62-f6dbcdcccf12,137a3897-e753-49fa-93ec-c79a7797249b,Static Pressure,,,,,,2.819,"W.C.,Supply Fan Section,TSP
9f7f48ba-7b03-4d48-bd63-68de73f1eda3,8c5c6ad9-4967-4cb6-9770-dcc464e67a24,067fc91e-7f9b-49d3-bb62-f6dbcdcccf12,819972ad-cacc-4643-8e07-735f11561534,Fan Power,,,70284fc6-f347-49e1-b657-567b4a3bb6a9,Horsepower,,5,HP,Supply Fan Section,HP
9f7f48ba-7b03-4d48-bd63-68de73f1eda3,9d4f209d-1095-43fa-970e-47279cb6007d,067fc91e-7f9b-49d3-bb62-f6dbcdcccf12,6b991434-66c8-4d7d-929d-ff34a7df9384,Refrigerant Type,,,,,,R454B,,Cooling Coil Section,Refrig. Type
9f7f48ba-7b03-4d48-bd63-68de73f1eda3,eeae552a-d686-4607-bbfb-019941799d5e,067fc91e-7f9b-49d3-bb62-f6dbcdcccf12,ee42cdfe-bea4-4963-aa29-7170ed419a8a,Cooling Capacity,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,,351.8,MBH,Cooling Coil Section,Total Capacity
9f7f48ba-7b03-4d48-bd63-68de73f1eda3,b0e80726-c641-4bc3-9bfb-18099a2da6c1,067fc91e-7f9b-49d3-bb62-f6dbcdcccf12,2d2ae19d-c0d6-41f1-a2c0-2a2b97a70745,Heating Capacity,,,,,,257.4,,Re-heat (Dehumidification) Coil,Total MBH
9f7f48ba-7b03-4d48-bd63-68de73f1eda3,3fab355f-97aa-4af4-b214-691126e638cc,067fc91e-7f9b-49d3-bb62-f6dbcdcccf12,6134d6e9-682b-4087-bf93-0ec5fdc07f9f,Coil Type,74b5c336-6eb5-40bd-9648-7ca721d098ef,Hot Gas Reheat Coil,,,,HOT GAS REHEAT,,Re-heat (Dehumidification) Coil,Type
9f7f48ba-7b03-4d48-bd63-68de73f1eda3,96103297-e408-4c39-8a1d-1661874c66c3,067fc91e-7f9b-49d3-bb62-f6dbcdcccf12,8d6f2d7b-b139-4459-8e2c-a0839d32fddb,Heat Source,a07f5a47-17e9-4b1a-af75-6f19ca4a006a,Indirect Gas-Fired,,,,NAT. GAS,,Re-heat (Dehumidification) Coil,Fuel Type
9f7f48ba-7b03-4d48-bd63-68de73f1eda3,1ff4da32-da8d-40e9-95dd-555b72e79310,067fc91e-7f9b-49d3-bb62-f6dbcdcccf12,2d2ae19d-c0d6-41f1-a2c0-2a2b97a70745,Heating Capacity,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,,600,MBH,Heating Coil Section (Gas),Input
9f7f48ba-7b03-4d48-bd63-68de73f1eda3,4fe3c285-572a-4e06-a178-7afe4bcaf366,067fc91e-7f9b-49d3-bb62-f6dbcdcccf12,2d2ae19d-c0d6-41f1-a2c0-2a2b97a70745,Heating Capacity,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,,486,MBH,Heating Coil Section (Gas),Output
9f7f48ba-7b03-4d48-bd63-68de73f1eda3,c2c95ab6-75c0-4680-885d-3a3d6cc21032,067fc91e-7f9b-49d3-bb62-f6dbcdcccf12,30287358-c89d-4677-933f-e5b30c9bd6a3,Energy Recovery Efficiency,,,b50e82be-8884-60bd-1cd7-4378e71c41d6,Percent,,81,%,Heating Coil Section (Gas),AFUE
9f7f48ba-7b03-4d48-bd63-68de73f1eda3,0127bf46-1403-47e1-8766-ceb808c89e53,067fc91e-7f9b-49d3-bb62-f6dbcdcccf12,44644ffc-a575-422a-8b24-3a79cc5d7f90,Temperature Range,,,,,,59.4,°F,Heating Coil Section (Gas),EAT
9f7f48ba-7b03-4d48-bd63-68de73f1eda3,1ee080b5-5ad1-44c3-90be-685f61da48c4,067fc91e-7f9b-49d3-bb62-f6dbcdcccf12,44644ffc-a575-422a-8b24-3a79cc5d7f90,Temperature Range,,,,,,102.2,°F,Heating Coil Section (Gas),LAT
9f7f48ba-7b03-4d48-bd63-68de73f1eda3,cd046dd2-f02f-47d7-bab9-0b1dae537b02,067fc91e-7f9b-49d3-bb62-f6dbcdcccf12,ce1d6df2-55ae-4331-a614-f7446b0f8dcc,Filter Type,,,,,,DISPOSABLE,,Filter Section,Type
9f7f48ba-7b03-4d48-bd63-68de73f1eda3,32dd431a-735b-4e5d-895b-f884fbba2cd7,067fc91e-7f9b-49d3-bb62-f6dbcdcccf12,ce1d6df2-55ae-4331-a614-f7446b0f8dcc,Filter Type,828c1e07-635d-480c-b0f7-bf107c53c118,MERV 13,,,,13,,Filter Section,MERV
9f7f48ba-7b03-4d48-bd63-68de73f1eda3,adfef440-b8d3-42b0-8948-0dc76e1ce7d6,067fc91e-7f9b-49d3-bb62-f6dbcdcccf12,f8c7b985-288e-4160-b9f9-f923877ec673,Voltage,,,,,,460,,Electrical Data,Volt
9f7f48ba-7b03-4d48-bd63-68de73f1eda3,625c1bc1-747b-48af-863b-28bac8a2f845,067fc91e-7f9b-49d3-bb62-f6dbcdcccf12,dc025f71-f7e9-4f8b-afe8-776f30a7acc7,Phase,,,,,,3,,Electrical Data,Phase
9f7f48ba-7b03-4d48-bd63-68de73f1eda3,e2016f1d-4163-415d-8265-b36789a16486,067fc91e-7f9b-49d3-bb62-f6dbcdcccf12,,,,,,,,GREENHECK,,,Manufacturer
9f7f48ba-7b03-4d48-bd63-68de73f1eda3,3ca79137-8343-4be7-95f8-77b501d92d3d,067fc91e-7f9b-49d3-bb62-f6dbcdcccf12,,,,,,,,RVE-150-81D-30I-O-A2,,,Model
9f7f48ba-7b03-4d48-bd63-68de73f1eda3,884a8998-4797-436c-a27a-1767efab110c,067fc91e-7f9b-49d3-bb62-f6dbcdcccf12,,,,,,,,SERVICE SHOP,,,Service
9f7f48ba-7b03-4d48-bd63-68de73f1eda3,ca359ee0-5046-4c70-9677-24fb22b036f0,067fc91e-7f9b-49d3-bb62-f6dbcdcccf12,,,,,,,,10500,CFM,Supply Fan Section,Airflow
9f7f48ba-7b03-4d48-bd63-68de73f1eda3,c0fbdbe2-e897-40ee-b447-052d83bbb97b,067fc91e-7f9b-49d3-bb62-f6dbcdcccf12,,,,,,,,0.5,"W.C.,Supply Fan Section,ESP
9f7f48ba-7b03-4d48-bd63-68de73f1eda3,4ab8ec88-3450-4f95-b303-af9ef2fd8a03,067fc91e-7f9b-49d3-bb62-f6dbcdcccf12,,,,,,,,1497,,Supply Fan Section,RPM
9f7f48ba-7b03-4d48-bd63-68de73f1eda3,11df5acc-d1ea-4aa9-b2fe-ddeaa5ddd5f9,067fc91e-7f9b-49d3-bb62-f6dbcdcccf12,,,,,,,,33.3,,Supply Fan Section,BHP
9f7f48ba-7b03-4d48-bd63-68de73f1eda3,c9d4a445-c7b4-448b-85b4-92b6acfc3fd6,067fc91e-7f9b-49d3-bb62-f6dbcdcccf12,,,,,,,,10500,CFM,Return / Exhaust Fan Section,Airflow
9f7f48ba-7b03-4d48-bd63-68de73f1eda3,e06f852b-cff3-480d-b2f6-fa4bb35b2080,067fc91e-7f9b-49d3-bb62-f6dbcdcccf12,,,,,,,,0.5,"W.C.,Return / Exhaust Fan Section,ESP
9f7f48ba-7b03-4d48-bd63-68de73f1eda3,ce35397b-7aa2-455f-aa55-e69ee1cbea8b,067fc91e-7f9b-49d3-bb62-f6dbcdcccf12,,,,,,,,1.522,"W.C.,Return / Exhaust Fan Section,TSP
9f7f48ba-7b03-4d48-bd63-68de73f1eda3,884ae207-9a55-4bc9-bd65-97053866b63f,067fc91e-7f9b-49d3-bb62-f6dbcdcccf12,,,,,,,,2166,,Return / Exhaust Fan Section,RPM
9f7f48ba-7b03-4d48-bd63-68de73f1eda3,a4a223db-ba2b-4aa3-8781-2740250aee88,067fc91e-7f9b-49d3-bb62-f6dbcdcccf12,,,,,,,,2.99,,Return / Exhaust Fan Section,BHP
9f7f48ba-7b03-4d48-bd63-68de73f1eda3,e843dd46-3e67-40f8-84c2-42af1953f435,067fc91e-7f9b-49d3-bb62-f6dbcdcccf12,,,,,,,,5,HP,Return / Exhaust Fan Section,HP
9f7f48ba-7b03-4d48-bd63-68de73f1eda3,9b67a741-e8c5-4f8d-a7b0-ac6cb43d682f,067fc91e-7f9b-49d3-bb62-f6dbcdcccf12,,,,,,,,299.5,MBH,Cooling Coil Section,Sensible Capacity
