spec_id,equipment_id,type_id,type_name,option_id,option_name,unit_id,unit_name,raw_specs,literal_value,literal_unit,literal_category,literal_type
375aa31a-7bc2-435d-8f17-b6a07ce8bc87,fb04a49e-bab0-4bd1-ae5b-9bc1d33b1693,,,,,,,"{"kind":"flat","type":"Actuator","unit":null,"value":"MANUAL BALANCING","category":null}",MANUAL BALANCING,,,Actuator
ab231990-5916-455b-aaaa-d5181c4dbbbe,fb04a49e-bab0-4bd1-ae5b-9bc1d33b1693,,,,,,,"{"kind":"flat","type":"Duty","unit":null,"value":"UNDER 9\" WIDE","category":null}",UNDER 9" WIDE,,,Duty
94961b8e-ec40-4b15-97d3-93920ead12b0,fb04a49e-bab0-4bd1-ae5b-9bc1d33b1693,,,,,,,"{"kind":"flat","type":"Blade Action","unit":null,"value":"N/A","category":null}",N/A,,,Blade Action
e6ca1c60-bebb-4268-9b2d-18676a1354cd,fb04a49e-bab0-4bd1-ae5b-9bc1d33b1693,,,,,,,"{"kind":"flat","type":"Model Number","unit":null,"value":"N/A","category":null}",N/A,,,Model Number
5676abdb-f581-4fe8-b2fd-d7cdc6a9ba35,fb04a49e-bab0-4bd1-ae5b-9bc1d33b1693,,,,,,,"{"kind":"flat","type":"Remarks","unit":null,"value":"SEE SMACNA CONSTRUCTION DETAILS REFERENCED \"TYPICAL CONSTRUCTION DETAILS FOR LOW VELOCITY DUCTS.\"","category":null}",SEE SMACNA CONSTRUCTION DETAILS REFERENCED "TYPICAL CONSTRUCTION DETAILS FOR LOW VELOCITY DUCTS.",,,Remarks
b2d3cd3e-cbf4-425b-a483-ed38b178eaf9,fb04a49e-bab0-4bd1-ae5b-9bc1d33b1693,bc663106-1c5c-4cc9-9f68-3a51eb3d4c5b,Manufacturer,,,,,"{"kind":"flat","type":"Manufacturer","unit":null,"value":"N/A","category":null}",N/A,,,Manufacturer
ce32f945-eae1-45b0-928e-53450a108918,f329e10d-aaa6-45d7-a947-64fba94512ce,3ab56bd3-86c6-4bd8-9d87-aa763d8a0776,Actuator Type,dd3e0f01-cc8c-483a-8230-51cf372fcbfd,Manual Gear,,,"{"kind":"flat","type":"Actuator","unit":null,"value":"MANUAL BALANCING","category":null}",MANUAL BALANCING,,,Actuator
41969bd9-1e8e-41bb-a26c-76133e5222a4,f329e10d-aaa6-45d7-a947-64fba94512ce,,,,,,,"{"kind":"flat","type":"Duty","unit":null,"value":"OVER 9\" WIDE","category":null}",OVER 9" WIDE,,,Duty
80301a3d-83cf-4320-8100-042d1c827c74,f329e10d-aaa6-45d7-a947-64fba94512ce,efd848e4-a010-467e-b40a-a15dafef0aef,Blade Type,91611c72-1ad3-4797-93a4-0b36488321dc,Opposed Blade,,,"{"kind":"flat","type":"Blade Action","unit":null,"value":"OPPOSED","category":null}",OPPOSED,,,Blade Action
1f20df72-1fd7-438d-be4a-7382985fa78e,f329e10d-aaa6-45d7-a947-64fba94512ce,bc663106-1c5c-4cc9-9f68-3a51eb3d4c5b,Manufacturer,02f2882d-518e-4884-a6eb-c695a23f15c8,Ruskin,,,"{"kind":"flat","type":"Manufacturer","unit":null,"value":"RUSKIN","category":null}",RUSKIN,,,Manufacturer
76399f18-d114-4ee2-ac47-8ba4a33b3139,f329e10d-aaa6-45d7-a947-64fba94512ce,,,,,,,"{"kind":"flat","type":"Model Number","unit":null,"value":"MD-35","category":null}",MD-35,,,Model Number
67396362-8927-48aa-8018-96782d84a26c,f329e10d-aaa6-45d7-a947-64fba94512ce,,,,,,,"{"kind":"flat","type":"Remarks","unit":null,"value":"MANUAL DAMPER WITH STANDARD CONSTRUCTION FEATURES AND VENTLOCK #639 LOCKING REGULATOR.","category":null}",MANUAL DAMPER WITH STANDARD CONSTRUCTION FEATURES AND VENTLOCK #639 LOCKING REGULATOR.,,,Remarks
3a691a6d-c1b1-4fad-bde3-e67a269c846c,c409ff2e-f450-44a9-a46e-26dd9c878569,3ab56bd3-86c6-4bd8-9d87-aa763d8a0776,Actuator Type,,,,,"{"kind":"flat","type":"Actuator","unit":null,"value":"MOTORIZED","category":null}",MOTORIZED,,,Actuator
d13d9b37-676c-434f-8526-65ca273bbb9e,c409ff2e-f450-44a9-a46e-26dd9c878569,,,,,,,"{"kind":"flat","type":"Duty","unit":null,"value":"OVER 9\" WIDE","category":null}",OVER 9" WIDE,,,Duty
5366d109-3766-4c91-b6e3-feafbd6871e3,c409ff2e-f450-44a9-a46e-26dd9c878569,efd848e4-a010-467e-b40a-a15dafef0aef,Blade Type,91611c72-1ad3-4797-93a4-0b36488321dc,Opposed Blade,,,"{"kind":"flat","type":"Blade Action","unit":null,"value":"OPPOSED","category":null}",OPPOSED,,,Blade Action
62b9db6a-3164-4061-a007-4379c94d9cc5,c409ff2e-f450-44a9-a46e-26dd9c878569,bc663106-1c5c-4cc9-9f68-3a51eb3d4c5b,Manufacturer,02f2882d-518e-4884-a6eb-c695a23f15c8,Ruskin,,,"{"kind":"flat","type":"Manufacturer","unit":null,"value":"RUSKIN","category":null}",RUSKIN,,,Manufacturer
aa7a257d-64bc-42f2-a797-4259471d3522,c409ff2e-f450-44a9-a46e-26dd9c878569,,,,,,,"{"kind":"flat","type":"Model Number","unit":null,"value":"CD-60","category":null}",CD-60,,,Model Number
ee9073b6-2892-4d5a-aa5e-2499ce938410,c409ff2e-f450-44a9-a46e-26dd9c878569,,,,,,,"{"kind":"flat","type":"Remarks","unit":null,"value":"LOW LEAKAGE DAMPER WITH BLADE SEALS","category":null}",LOW LEAKAGE DAMPER WITH BLADE SEALS,,,Remarks
