spec_id,equipment_id,type_id,type_name,option_id,option_name,unit_id,unit_name,raw_specs,literal_value,literal_unit,literal_category,literal_type
ffdce67b-7070-4e74-a4e3-96509674a9c6,e5cf9a5b-c471-4ada-84f7-e4730274e0e0,,,,,,,"{"kind":"flat","type":"Model No.","unit":null,"value":"300FL","category":null}",300FL,,,Model No.
97cd0958-f649-4be1-88c1-0c3b0292154b,e5cf9a5b-c471-4ada-84f7-e4730274e0e0,1218d64e-671a-43a2-bb0e-2a6b02310175,Size,,,,,"{"kind":"flat","type":"Size","unit":null,"value":"SEE PLANS","category":null}",SEE PLANS,,,Size
5023f30f-3c4a-4180-888e-38e4de489d8a,e5cf9a5b-c471-4ada-84f7-e4730274e0e0,f7ee43b0-fc36-44a2-9a18-d962b4a2ea15,Corrosion Resistance,,,,,"{"kind":"flat","type":"Finish","unit":null,"value":"WHITE ENAMEL","category":null}",WHITE ENAMEL,,,Finish
47fea938-a075-42a8-b46f-d79eca90e669,e5cf9a5b-c471-4ada-84f7-e4730274e0e0,523740af-9ca7-455c-ab51-4ad1918ab54a,Material,,,,,"{"kind":"flat","type":"Material","unit":null,"value":"STEEL","category":null}",STEEL,,,Material
7355864b-ab40-4b85-aa1b-3190ae35842c,e5cf9a5b-c471-4ada-84f7-e4730274e0e0,,,,,,,"{"kind":"flat","type":"Description","unit":null,"value":"DOUBLE DEFLECTION","category":null}",DOUBLE DEFLECTION,,,Description
246ab38e-62e2-4fbf-9c3f-b08cc06cdf04,e5cf9a5b-c471-4ada-84f7-e4730274e0e0,,,,,,,"{"kind":"flat","type":"Notes","unit":null,"value":"1, 2","category":null}","1, 2",,,Notes
c81ba8a3-44f9-4300-bc5e-819a295c4d74,640e0cf7-df28-43fd-9aaf-aa5011a30385,e20b16cd-69dd-4b9f-af9a-64e3d801b205,Supply or Return,52e1343f-0db4-450f-9f23-319cac4d4adc,Exhaust,,,"{"kind":"flat","type":"Service","unit":null,"value":"EXHAUST CEILING GRILLE","category":null}",EXHAUST CEILING GRILLE,,,Service
ce5c6a74-8734-4294-a1b2-3e45f1bc3bcf,640e0cf7-df28-43fd-9aaf-aa5011a30385,bc663106-1c5c-4cc9-9f68-3a51eb3d4c5b,Manufacturer,74df1e98-d237-4dac-a7c1-024d504d41ab,Titus,,,"{"kind":"flat","type":"Manufacturer","unit":null,"value":"TITUS","category":null}",TITUS,,,Manufacturer
81267193-684a-448c-91e0-45921ce807fd,640e0cf7-df28-43fd-9aaf-aa5011a30385,,,,,,,"{"kind":"flat","type":"Model No.","unit":null,"value":"350RL","category":null}",350RL,,,Model No.
d0ee95ba-b78a-40e0-9eb7-2d8703fe2ba1,640e0cf7-df28-43fd-9aaf-aa5011a30385,1218d64e-671a-43a2-bb0e-2a6b02310175,Size,,,,,"{"kind":"flat","type":"Size","unit":null,"value":"12x12","category":null}",12x12,,,Size
1b598473-0f53-4e98-9352-1d540666084a,640e0cf7-df28-43fd-9aaf-aa5011a30385,,,,,,,"{"kind":"flat","type":"Size","unit":null,"value":"12x24","category":null}",12x24,,,Size
4cc6d64e-ddf3-46d9-b13e-39e087e54ca3,640e0cf7-df28-43fd-9aaf-aa5011a30385,,,,,,,"{"kind":"flat","type":"Size","unit":null,"value":"24x24","category":null}",24x24,,,Size
405142a8-5bf4-4a34-af6b-5f674a430c0c,640e0cf7-df28-43fd-9aaf-aa5011a30385,f7ee43b0-fc36-44a2-9a18-d962b4a2ea15,Corrosion Resistance,,,,,"{"kind":"flat","type":"Finish","unit":null,"value":"WHITE ENAMEL","category":null}",WHITE ENAMEL,,,Finish
c0011823-bf4c-4389-8f05-59c566bf8d3a,640e0cf7-df28-43fd-9aaf-aa5011a30385,523740af-9ca7-455c-ab51-4ad1918ab54a,Material,8faa789d-f22f-4dd4-b51a-444530991b81,Aluminum,,,"{"kind":"flat","type":"Material","unit":null,"value":"ALUMINUM","category":null}",ALUMINUM,,,Material
a3192df6-1a3c-41ce-8eba-4d36223148a2,640e0cf7-df28-43fd-9aaf-aa5011a30385,,,,,,,"{"kind":"flat","type":"Description","unit":null,"value":"35 DEGREE DEFLECTION","category":null}",35 DEGREE DEFLECTION,,,Description
b44184b5-c7b2-4c81-bffb-293d68832b68,640e0cf7-df28-43fd-9aaf-aa5011a30385,,,,,,,"{"kind":"flat","type":"Notes","unit":null,"value":"1, 2","category":null}","1, 2",,,Notes
5010545c-fccc-491c-98eb-4bacdebcc3c2,79a154ad-b41f-4fe2-8b30-22173654a05f,e20b16cd-69dd-4b9f-af9a-64e3d801b205,Supply or Return,5bb59d7e-8883-4d05-bc90-92a22a857b51,Supply,,,"{"kind":"flat","type":"Service","unit":null,"value":"SUPPLY DIFFUSER","category":null}",SUPPLY DIFFUSER,,,Service
53910ef2-c495-4ec4-a86d-db2366acd278,79a154ad-b41f-4fe2-8b30-22173654a05f,bc663106-1c5c-4cc9-9f68-3a51eb3d4c5b,Manufacturer,74df1e98-d237-4dac-a7c1-024d504d41ab,Titus,,,"{"kind":"flat","type":"Manufacturer","unit":null,"value":"TITUS","category":null}",TITUS,,,Manufacturer
788e6596-8ef1-4df0-a946-1eb930d77815,79a154ad-b41f-4fe2-8b30-22173654a05f,,,,,,,"{"kind":"flat","type":"Model No.","unit":null,"value":"TMS AA","category":null}",TMS AA,,,Model No.
48e0d97d-ed42-4361-8220-bf2f66515b83,79a154ad-b41f-4fe2-8b30-22173654a05f,1218d64e-671a-43a2-bb0e-2a6b02310175,Size,,,,,"{"kind":"flat","type":"Size","unit":null,"value":"12x12","category":null}",12x12,,,Size
29ed53e9-e673-47d3-9bde-470a4f9f1b19,79a154ad-b41f-4fe2-8b30-22173654a05f,2d33b0ad-3035-440f-bfb2-65854c669ad3,Modular Grid Compatibility,966aac7d-aea6-4d29-bb7d-ba70eddddab4,24,,,"{"kind":"flat","type":"Size","unit":null,"value":"24x24","category":null}",24x24,,,Size
1974f561-6f3d-4a94-a2c5-63b8b3d3d86e,79a154ad-b41f-4fe2-8b30-22173654a05f,f7ee43b0-fc36-44a2-9a18-d962b4a2ea15,Corrosion Resistance,,,,,"{"kind":"flat","type":"Finish","unit":null,"value":"WHITE ENAMEL","category":null}",WHITE ENAMEL,,,Finish
3610fbfd-3229-42fe-bc56-b5aa3058de4b,79a154ad-b41f-4fe2-8b30-22173654a05f,523740af-9ca7-455c-ab51-4ad1918ab54a,Material,8faa789d-f22f-4dd4-b51a-444530991b81,Aluminum,,,"{"kind":"flat","type":"Material","unit":null,"value":"ALUMINUM","category":null}",ALUMINUM,,,Material
173f741e-ed20-44d1-a235-e18ea4ea8370,79a154ad-b41f-4fe2-8b30-22173654a05f,,,,,,,"{"kind":"flat","type":"Description","unit":null,"value":"SQUARE CONE","category":null}",SQUARE CONE,,,Description
379cdd50-e46f-4a2c-b875-06b537a304a0,79a154ad-b41f-4fe2-8b30-22173654a05f,,,,,,,"{"kind":"flat","type":"Notes","unit":null,"value":"1, 2","category":null}","1, 2",,,Notes
c10e0a04-3afd-4d60-a66a-f41ed674f982,f9a15a19-a2f1-48d7-9e4c-e9ae31c4f18c,,,,,,,"{"kind":"flat","type":"Service","unit":null,"value":"SUPPLY DIFFUSER","category":null}",SUPPLY DIFFUSER,,,Service
940f5c68-1dd8-4d7f-b2d2-73439325d5ed,f9a15a19-a2f1-48d7-9e4c-e9ae31c4f18c,bc663106-1c5c-4cc9-9f68-3a51eb3d4c5b,Manufacturer,,,,,"{"kind":"flat","type":"Manufacturer","unit":null,"value":"TITUS","category":null}",TITUS,,,Manufacturer
95764f31-7a79-4633-aa9b-e14d148e6f72,f9a15a19-a2f1-48d7-9e4c-e9ae31c4f18c,,,,,,,"{"kind":"flat","type":"Model No.","unit":null,"value":"TBD-30","category":null}",TBD-30,,,Model No.
daf0397b-0017-4a3a-9273-15ea22e32286,f9a15a19-a2f1-48d7-9e4c-e9ae31c4f18c,1218d64e-671a-43a2-bb0e-2a6b02310175,Size,,,,,"{"kind":"flat","type":"Size","unit":"'","value":"4","category":null}",4,',,Size
dec019d2-5152-44ea-8ff6-ba5981944125,f9a15a19-a2f1-48d7-9e4c-e9ae31c4f18c,f7ee43b0-fc36-44a2-9a18-d962b4a2ea15,Corrosion Resistance,,,,,"{"kind":"flat","type":"Finish","unit":null,"value":"WHITE ENAMEL","category":null}",WHITE ENAMEL,,,Finish
59d7dc8c-4cb2-47f3-9f36-f39a7b1a70a7,f9a15a19-a2f1-48d7-9e4c-e9ae31c4f18c,523740af-9ca7-455c-ab51-4ad1918ab54a,Material,,,,,"{"kind":"flat","type":"Material","unit":null,"value":"STEEL","category":null}",STEEL,,,Material
6906701e-30d1-48ec-adc2-0cba63b2f715,f9a15a19-a2f1-48d7-9e4c-e9ae31c4f18c,,,,,,,"{"kind":"flat","type":"Description","unit":null,"value":"3-SLOT PLENUM SLOT DIFFUSER","category":null}",3-SLOT PLENUM SLOT DIFFUSER,,,Description
734b95ec-a3a8-4b35-a58b-68810ba076cd,f9a15a19-a2f1-48d7-9e4c-e9ae31c4f18c,,,,,,,"{"kind":"flat","type":"Notes","unit":null,"value":"1, 2","category":null}","1, 2",,,Notes
