spec_id,equipment_id,type_id,type_name,option_id,option_name,unit_id,unit_name,raw_specs,literal_value,literal_unit,literal_category,literal_type
dc408e27-7eec-4f14-a34e-6750eb79b799,e8c5392d-2b77-4142-ad01-268fbf1d01f3,,,,,,,"{"kind":"flat","type":"Model Number","unit":null,"value":"OMNI","category":null}",OMNI,,,Model Number
3585422d-652c-42e9-9044-d57fa185804b,e8c5392d-2b77-4142-ad01-268fbf1d01f3,,,,,,,"{"kind":"flat","type":"Description","unit":null,"value":"EXPOSED T-BAR CEILING FRAME STYLE WITH 24\"X24\" OR 12\"X12\" FACE.","category":null}",EXPOSED T-BAR CEILING FRAME STYLE WITH 24"X24" OR 12"X12" FACE.,,,Description
4fbc18e8-8e03-4fcd-a337-49f55f7b9571,e8c5392d-2b77-4142-ad01-268fbf1d01f3,e20b16cd-69dd-4b9f-af9a-64e3d801b205,Supply or Return,5bb59d7e-8883-4d05-bc90-92a22a857b51,Supply,,,"{"kind":"flat","type":"Service","unit":null,"value":"SUPPLY AIR","category":null}",SUPPLY AIR,,,Service
05784ca9-140b-439e-aecd-993bdcd546b6,e8c5392d-2b77-4142-ad01-268fbf1d01f3,f06c4464-748f-4758-a57b-ef4242dd220c,Pump Type,,,,,"{"kind":"flat","type":"Type","unit":null,"value":"DIFFUSER","category":null}",DIFFUSER,,,Type
566f9e91-fd8d-49cd-b3b6-1701f83a07fe,e8c5392d-2b77-4142-ad01-268fbf1d01f3,523740af-9ca7-455c-ab51-4ad1918ab54a,Material,,,,,"{"kind":"flat","type":"Construction Material","unit":null,"value":"STEEL","category":null}",STEEL,,,Construction Material
c431fc9d-fea2-48b8-b77b-faa4e4642f21,e8c5392d-2b77-4142-ad01-268fbf1d01f3,bc663106-1c5c-4cc9-9f68-3a51eb3d4c5b,Manufacturer,74df1e98-d237-4dac-a7c1-024d504d41ab,Titus,,,"{"kind":"flat","type":"Manufacturer","unit":null,"value":"TITUS","category":null}",TITUS,,,Manufacturer
ba972e01-49e7-4133-bd2a-970b8a60d855,570a5b1e-c525-4048-b042-1c74c8c5305a,,,,,,,"{"kind":"flat","type":"Finish Color","unit":null,"value":"BY ARCH.","category":null}",BY ARCH.,,,Finish Color
cab8917a-00ff-4b3d-9562-5759ce9df96b,570a5b1e-c525-4048-b042-1c74c8c5305a,,,,,,,"{"kind":"flat","type":"Model Number","unit":null,"value":"50F","category":null}",50F,,,Model Number
8ae95225-89c3-4668-a374-69fe54e2bb46,570a5b1e-c525-4048-b042-1c74c8c5305a,,,,,,,"{"kind":"flat","type":"Description","unit":null,"value":"SURFACE MOUNT CEILING FRAME STYLE WITH 18\"X18\" OR 12\"X12\" FACE PERFORATED FACE.","category":null}",SURFACE MOUNT CEILING FRAME STYLE WITH 18"X18" OR 12"X12" FACE PERFORATED FACE.,,,Description
3b4f57e9-0247-42e8-994d-7789d7191b0a,570a5b1e-c525-4048-b042-1c74c8c5305a,,,,,,,"{"kind":"flat","type":"Face Size","unit":null,"value":"18\"X18\"","category":null}",18"X18",,,Face Size
3ec77012-35ce-41d1-92bb-e6376740e0e2,570a5b1e-c525-4048-b042-1c74c8c5305a,,,,,,,"{"kind":"flat","type":"Face Size","unit":null,"value":"12\"X12\"","category":null}",12"X12",,,Face Size
3b5ffa03-9e21-40d4-b24e-4bb054c221d8,570a5b1e-c525-4048-b042-1c74c8c5305a,e20b16cd-69dd-4b9f-af9a-64e3d801b205,Supply or Return,52e1343f-0db4-450f-9f23-319cac4d4adc,Exhaust,,,"{"kind":"flat","type":"Service","unit":null,"value":"EXHAUST AIR","category":null}",EXHAUST AIR,,,Service
fed39629-d690-48e0-833c-775d98348be1,570a5b1e-c525-4048-b042-1c74c8c5305a,f06c4464-748f-4758-a57b-ef4242dd220c,Pump Type,,,,,"{"kind":"flat","type":"Type","unit":null,"value":"GRILLE","category":null}",GRILLE,,,Type
21d6cc41-17d9-4477-8a7a-c38d7554b436,570a5b1e-c525-4048-b042-1c74c8c5305a,523740af-9ca7-455c-ab51-4ad1918ab54a,Material,,,,,"{"kind":"flat","type":"Construction Material","unit":null,"value":"STEEL","category":null}",STEEL,,,Construction Material
1cf51044-d366-4c63-8997-b29c333685c9,570a5b1e-c525-4048-b042-1c74c8c5305a,bc663106-1c5c-4cc9-9f68-3a51eb3d4c5b,Manufacturer,74df1e98-d237-4dac-a7c1-024d504d41ab,Titus,,,"{"kind":"flat","type":"Manufacturer","unit":null,"value":"TITUS","category":null}",TITUS,,,Manufacturer
5a2b4943-3025-4527-8a2d-72b0bde4f652,570a5b1e-c525-4048-b042-1c74c8c5305a,efd848e4-a010-467e-b40a-a15dafef0aef,Blade Type,54301d15-59ce-4adf-8160-0b7fd0e90f7c,Perforated Face,,,"{"kind":"flat","type":"Face Style","unit":null,"value":"PERFORATED","category":null}",PERFORATED,,,Face Style
