spec_id,equipment_id,type_id,type_name,option_id,option_name,unit_id,unit_name,raw_specs,literal_value,literal_unit,literal_category,literal_type
793860ac-3209-43dd-be58-ea929f9bd294,c166be1c-94de-4a33-b437-ab56c4a183a2,bc663106-1c5c-4cc9-9f68-3a51eb3d4c5b,Manufacturer,,,,,"{"kind":"flat","type":"Manufacturer & Model No.","unit":null,"value":"RHEEM R962V0603A","category":null}",RHEEM R962V0603A,,,Manufacturer & Model No.
cc8e8b48-64ff-44c5-9e51-1b468f7651c5,c166be1c-94de-4a33-b437-ab56c4a183a2,4b097d14-31d4-45cb-b4df-2671909c6585,Fuel Type,fd67c7a4-cba2-43c4-80a4-a4e6ab705713,Natural Gas,,,"{"kind":"flat","type":"Fuel","unit":null,"value":"NG","category":null}",NG,,,Fuel
3d1440a5-86a4-45a5-a328-5774230ae1c4,c166be1c-94de-4a33-b437-ab56c4a183a2,83366f87-b79f-405b-9781-fa6362d82445,Input,,,,,"{"kind":"flat","type":"Input","unit":null,"value":"56.0","category":null}",56.0,,,Input
bb4f8a28-7f55-4094-b1c0-0a284e4f1155,c166be1c-94de-4a33-b437-ab56c4a183a2,2d2ae19d-c0d6-41f1-a2c0-2a2b97a70745,Heating Capacity,,,,,"{"kind":"flat","type":"Output","unit":null,"value":"55.0","category":null}",55.0,,,Output
14965e01-c9ee-4cb1-9c2f-fa7481a0f3de,c166be1c-94de-4a33-b437-ab56c4a183a2,ab685915-020e-4475-9f80-8a2915e81d5c,Air Flow,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,"{"kind":"flat","type":"CFM","unit":"CFM","value":"1200","category":null}",1200,CFM,,CFM
9e0da26a-96c3-407c-bd35-c0dc9000aa44,c166be1c-94de-4a33-b437-ab56c4a183a2,,,,,,,"{"kind":"flat","type":"E.S.P","unit":null,"value":"0.5","category":null}",0.5,,,E.S.P
8b3e70ba-f30f-4c57-ad6e-eb87c10e3309,c166be1c-94de-4a33-b437-ab56c4a183a2,,,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,"{"kind":"flat","type":"MIN. OA CFM","unit":"CFM","value":"-","category":null}",-,CFM,,MIN. OA CFM
dd5938b2-f213-4b44-b2e3-c0bc2ef8ce24,c166be1c-94de-4a33-b437-ab56c4a183a2,,,,,,,"{"kind":"flat","type":"COND. UNIT","unit":null,"value":"N/A","category":null}",N/A,,,COND. UNIT
2ffa47b1-034f-4c3c-ad93-989255b83e40,c166be1c-94de-4a33-b437-ab56c4a183a2,4b81bcc0-0527-4eef-8c3c-de502ae5ab58,Motor Power,,,70284fc6-f347-49e1-b657-567b4a3bb6a9,Horsepower,"{"kind":"flat","type":"HP","unit":"HP","value":"1/2","category":"Motor"}",1/2,HP,Motor,HP
fc2c892d-a82f-4fbc-8400-f6b205e78dfb,c166be1c-94de-4a33-b437-ab56c4a183a2,,,,,,,"{"kind":"flat","type":"MCA","unit":null,"value":"8","category":"Motor"}",8,,Motor,MCA
f41575ff-b94b-421f-9cb2-159047536e48,c166be1c-94de-4a33-b437-ab56c4a183a2,,,,,,,"{"kind":"flat","type":"MOCP","unit":null,"value":"15","category":"Motor"}",15,,Motor,MOCP
63aa0061-6ea3-47f7-80db-2ffddb79b6f9,c166be1c-94de-4a33-b437-ab56c4a183a2,f8c7b985-288e-4160-b9f9-f923877ec673,Voltage,,,1385179c-3960-925e-1168-57acc1c87378,Volt,"{"kind":"flat","type":"VOLT","unit":"V","value":"120","category":"Motor"}",120,V,Motor,VOLT
b9aa94ef-ded8-4034-aa9a-d35b1f0ea06a,c166be1c-94de-4a33-b437-ab56c4a183a2,dc025f71-f7e9-4f8b-afe8-776f30a7acc7,Phase,,,,,"{"kind":"flat","type":"PH","unit":null,"value":"1","category":"Motor"}",1,,Motor,PH
8b5d6207-b744-4d00-a51a-153d44e757fc,c166be1c-94de-4a33-b437-ab56c4a183a2,,,,,,,"{"kind":"flat","type":"DISC. BY","unit":null,"value":"EC","category":null}",EC,,,DISC. BY
ddd22c33-c3d9-4177-b3dc-fe17646d425b,c166be1c-94de-4a33-b437-ab56c4a183a2,,,,,,,"{"kind":"flat","type":"Notes","unit":null,"value":"ALL","category":null}",ALL,,,Notes
