equipment_id,equipment_tag,component_type_id,component_type_name,quantity,component_id,component_name,component_model,component_manufacturer_name,bod_manufacturer_name
8e14111b-afcc-4530-a334-72adabe55646,EF-1,705363ff-26fc-4460-b413-8e1e894bc068,HVAC Fans,1,5aaf1887-882d-4ade-9fe4-ee4697ba0711,SP-A125,SP-A125,Greenheck,Greenheck
2b108a9c-d886-4c48-91c9-1a98cfef67f7,EF-2,705363ff-26fc-4460-b413-8e1e894bc068,HVAC Fans,1,5aaf1887-882d-4ade-9fe4-ee4697ba0711,SP-A125,SP-A125,Greenheck,Greenheck
