project_id,package_id,package,equipment_id,equipment_tag,component_type_id,component_type_name,quantity,component_id,component_name,component_model,component_manufacturer_name,bod_manufacturer_name
5d46b1d8-016e-4239-9789-997b9d5d1d40,24c84641-a11f-48bc-a271-ab2d888e3e62,VARIABLE AIR VOLUME TERMINAL SCHEDULE (ELECTRIC HEAT),e633197f-fcc2-493f-8131-8f0ffb61700d,VAV W2-210,f261e3df-df3f-44ac-a1a8-189e4f0a4c88,Single-Duct VAV Terminal Units,0,8bb5e6c9-703d-43bf-8787-b4e2c32c1529,SDV Single Duct Terminal Unit,SDV,Trane,Trane
5d46b1d8-016e-4239-9789-997b9d5d1d40,24c84641-a11f-48bc-a271-ab2d888e3e62,VARIABLE AIR VOLUME TERMINAL SCHEDULE (ELECTRIC HEAT),314fa714-54c1-4882-9901-50ceab4910fd,VAV W1-103,f261e3df-df3f-44ac-a1a8-189e4f0a4c88,Single-Duct VAV Terminal Units,0,8bb5e6c9-703d-43bf-8787-b4e2c32c1529,SDV Single Duct Terminal Unit,SDV,Trane,Trane
5d46b1d8-016e-4239-9789-997b9d5d1d40,24c84641-a11f-48bc-a271-ab2d888e3e62,VARIABLE AIR VOLUME TERMINAL SCHEDULE (ELECTRIC HEAT),0f1420ec-9383-4f04-ad8b-33540a7829c8,VAV W2-305,,,0,,,,,Price Industries
5d46b1d8-016e-4239-9789-997b9d5d1d40,24c84641-a11f-48bc-a271-ab2d888e3e62,VARIABLE AIR VOLUME TERMINAL SCHEDULE (ELECTRIC HEAT),655965a8-f322-442d-aac0-14b6a3d71e64,VAV W2-301,,,0,,,,,Price Industries
5d46b1d8-016e-4239-9789-997b9d5d1d40,24c84641-a11f-48bc-a271-ab2d888e3e62,VARIABLE AIR VOLUME TERMINAL SCHEDULE (ELECTRIC HEAT),f6de91a5-5e2d-41c4-b961-e1421dc4c100,VAV W1-203,f261e3df-df3f-44ac-a1a8-189e4f0a4c88,Single-Duct VAV Terminal Units,0,8bb5e6c9-703d-43bf-8787-b4e2c32c1529,SDV Single Duct Terminal Unit,SDV,Trane,Trane
5d46b1d8-016e-4239-9789-997b9d5d1d40,24c84641-a11f-48bc-a271-ab2d888e3e62,VARIABLE AIR VOLUME TERMINAL SCHEDULE (ELECTRIC HEAT),eb03a869-4bc3-4933-9b03-b5683312446f,VAV E1-109,f261e3df-df3f-44ac-a1a8-189e4f0a4c88,Single-Duct VAV Terminal Units,0,8bb5e6c9-703d-43bf-8787-b4e2c32c1529,SDV Single Duct Terminal Unit,SDV,Trane,Trane
5d46b1d8-016e-4239-9789-997b9d5d1d40,24c84641-a11f-48bc-a271-ab2d888e3e62,VARIABLE AIR VOLUME TERMINAL SCHEDULE (ELECTRIC HEAT),93ba9403-9356-4ee9-b550-4ccaba7cbf0d,VAV W2-203,f261e3df-df3f-44ac-a1a8-189e4f0a4c88,Single-Duct VAV Terminal Units,0,8bb5e6c9-703d-43bf-8787-b4e2c32c1529,SDV Single Duct Terminal Unit,SDV,Trane,Trane
5d46b1d8-016e-4239-9789-997b9d5d1d40,24c84641-a11f-48bc-a271-ab2d888e3e62,VARIABLE AIR VOLUME TERMINAL SCHEDULE (ELECTRIC HEAT),de6ad99d-f737-4db8-bc08-45beedcf13ec,VAV W1-106,f261e3df-df3f-44ac-a1a8-189e4f0a4c88,Single-Duct VAV Terminal Units,0,8bb5e6c9-703d-43bf-8787-b4e2c32c1529,SDV Single Duct Terminal Unit,SDV,Trane,Trane
5d46b1d8-016e-4239-9789-997b9d5d1d40,24c84641-a11f-48bc-a271-ab2d888e3e62,VARIABLE AIR VOLUME TERMINAL SCHEDULE (ELECTRIC HEAT),7921d8ff-fc3b-47a1-858b-73b2a574e969,VAV W2-211,f261e3df-df3f-44ac-a1a8-189e4f0a4c88,Single-Duct VAV Terminal Units,0,8bb5e6c9-703d-43bf-8787-b4e2c32c1529,SDV Single Duct Terminal Unit,SDV,Trane,Trane
5d46b1d8-016e-4239-9789-997b9d5d1d40,24c84641-a11f-48bc-a271-ab2d888e3e62,VARIABLE AIR VOLUME TERMINAL SCHEDULE (ELECTRIC HEAT),16095bda-4491-4e00-8f2f-aa566f585ff8,VAV W2-204,f261e3df-df3f-44ac-a1a8-189e4f0a4c88,Single-Duct VAV Terminal Units,0,8bb5e6c9-703d-43bf-8787-b4e2c32c1529,SDV Single Duct Terminal Unit,SDV,Trane,Trane
5d46b1d8-016e-4239-9789-997b9d5d1d40,24c84641-a11f-48bc-a271-ab2d888e3e62,VARIABLE AIR VOLUME TERMINAL SCHEDULE (ELECTRIC HEAT),b198fff4-21ce-400a-9153-4ae35cdfa400,VAV W1-107,f261e3df-df3f-44ac-a1a8-189e4f0a4c88,Single-Duct VAV Terminal Units,0,8bb5e6c9-703d-43bf-8787-b4e2c32c1529,SDV Single Duct Terminal Unit,SDV,Trane,Trane
5d46b1d8-016e-4239-9789-997b9d5d1d40,24c84641-a11f-48bc-a271-ab2d888e3e62,VARIABLE AIR VOLUME TERMINAL SCHEDULE (ELECTRIC HEAT),1c746005-e7d5-4d7a-8421-8e1244f2670f,VAV W1-303,f261e3df-df3f-44ac-a1a8-189e4f0a4c88,Single-Duct VAV Terminal Units,0,8bb5e6c9-703d-43bf-8787-b4e2c32c1529,SDV Single Duct Terminal Unit,SDV,Trane,Trane
5d46b1d8-016e-4239-9789-997b9d5d1d40,24c84641-a11f-48bc-a271-ab2d888e3e62,VARIABLE AIR VOLUME TERMINAL SCHEDULE (ELECTRIC HEAT),d3a54b1a-04c4-4c2b-ac25-1d78ab21f0ad,VAV W1-101,f261e3df-df3f-44ac-a1a8-189e4f0a4c88,Single-Duct VAV Terminal Units,0,8bb5e6c9-703d-43bf-8787-b4e2c32c1529,SDV Single Duct Terminal Unit,SDV,Trane,Trane
5d46b1d8-016e-4239-9789-997b9d5d1d40,24c84641-a11f-48bc-a271-ab2d888e3e62,VARIABLE AIR VOLUME TERMINAL SCHEDULE (ELECTRIC HEAT),6f233cbb-16f1-4f75-8043-cdec2a66e2f3,VAV W1-104,f261e3df-df3f-44ac-a1a8-189e4f0a4c88,Single-Duct VAV Terminal Units,0,8bb5e6c9-703d-43bf-8787-b4e2c32c1529,SDV Single Duct Terminal Unit,SDV,Trane,Trane
5d46b1d8-016e-4239-9789-997b9d5d1d40,24c84641-a11f-48bc-a271-ab2d888e3e62,VARIABLE AIR VOLUME TERMINAL SCHEDULE (ELECTRIC HEAT),40c9c0db-abbe-4b62-9c99-bde9cd51b499,VAV E1-108,f261e3df-df3f-44ac-a1a8-189e4f0a4c88,Single-Duct VAV Terminal Units,0,8bb5e6c9-703d-43bf-8787-b4e2c32c1529,SDV Single Duct Terminal Unit,SDV,Trane,Trane
5d46b1d8-016e-4239-9789-997b9d5d1d40,24c84641-a11f-48bc-a271-ab2d888e3e62,VARIABLE AIR VOLUME TERMINAL SCHEDULE (ELECTRIC HEAT),3c8727d0-696a-470c-8ac3-f66381595568,VAV W2-209,f261e3df-df3f-44ac-a1a8-189e4f0a4c88,Single-Duct VAV Terminal Units,0,8bb5e6c9-703d-43bf-8787-b4e2c32c1529,SDV Single Duct Terminal Unit,SDV,Trane,Trane
5d46b1d8-016e-4239-9789-997b9d5d1d40,24c84641-a11f-48bc-a271-ab2d888e3e62,VARIABLE AIR VOLUME TERMINAL SCHEDULE (ELECTRIC HEAT),84511e9b-07c6-4adc-9b23-94d94a390441,VAV W1-202,f261e3df-df3f-44ac-a1a8-189e4f0a4c88,Single-Duct VAV Terminal Units,0,8bb5e6c9-703d-43bf-8787-b4e2c32c1529,SDV Single Duct Terminal Unit,SDV,Trane,Trane
5d46b1d8-016e-4239-9789-997b9d5d1d40,24c84641-a11f-48bc-a271-ab2d888e3e62,VARIABLE AIR VOLUME TERMINAL SCHEDULE (ELECTRIC HEAT),2b49c8d3-7637-4ba6-ac34-0fb87c22a4c4,VAV W2-208,f261e3df-df3f-44ac-a1a8-189e4f0a4c88,Single-Duct VAV Terminal Units,0,8bb5e6c9-703d-43bf-8787-b4e2c32c1529,SDV Single Duct Terminal Unit,SDV,Trane,Trane
